source,idColName,iden,text,startByte,endByte,pdncID
booknlp,COREF,53,him,63738,63741,15
booknlp,COREF,53,him,63784,63787,15
exp,exp_name,edna,Edna,64772,64776,3
exp,exp_name,robert,Robert,64916,64922,15
booknlp,COREF,53,he,64973,64975,15
booknlp,COREF,53,his,65047,65050,15
pdnc,qID,Q72-0,You,67225,67228,3
pdnc,qID,Q72-0,my dear,67251,67258,3
pdnc,qID,Q72-0,you,67275,67278,3
exp,exp_name,edna,Edna,67295,67299,3
pdnc,qID,Q73-0,Mrs. Pontellier,67664,67679,3
exp,exp_name,madame lebrun,Madame Lebrun,67701,67714,6
exp,exp_name,edna,Edna,67766,67770,3
booknlp,COREF,49,I,67826,67827,5
pdnc,qID,Q74-0,she,67833,67836,3
exp,exp_name,mr. pontellier,Mr. Pontellier,67851,67865,5
exp,exp_name,edna,Edna,67892,67896,3
exp,exp_name,robert,Robert,67985,67991,15
pdnc,qID,Q75-0,you,67999,68002,15
booknlp,COREF,53,him,68034,68037,15
booknlp,COREF,49,I,68075,68076,5
pdnc,qID,Q76-0,you,68082,68085,3
pdnc,qID,Q77-0,you,68118,68121,15
pdnc,qID,Q77-0,you,68139,68142,15
booknlp,COREF,49,I,68178,68179,5
booknlp,COREF,49,I,68317,68318,5
pdnc,qID,Q82-0,you,68324,68327,3
pdnc,qID,Q83-0,You,68336,68339,15
pdnc,qID,Q83-0,you,68381,68384,15
booknlp,COREF,49,I,68391,68392,5
booknlp,COREF,49,my,68419,68421,5
booknlp,COREF,49,me,68492,68494,5
booknlp,COREF,49,I,68505,68506,5
booknlp,COREF,49,I,68554,68555,5
booknlp,COREF,49,I,68566,68567,5
booknlp,COREF,49,I,68592,68593,5
booknlp,COREF,49,I,68604,68605,5
pdnc,qID,Q83-0,Mademoiselle Reisz,68637,68655,7
booknlp,COREF,49,me,68672,68674,5
booknlp,COREF,49,I,68685,68686,5
booknlp,COREF,49,me,68798,68800,5
exp,exp_name,robert,Robert,68907,68913,15
pdnc,qID,Q84-1,you,68923,68926,3
booknlp,COREF,53,His,69360,69363,15
booknlp,COREF,53,he,69411,69413,15
booknlp,COREF,53,he,69470,69472,15
pdnc,qID,Q86-0,Mrs. Pontellier,69479,69494,3
booknlp,COREF,53,he,69504,69506,15
pdnc,qID,Q86-0,her,69533,69536,3
pdnc,qID,Q86-0,she,69561,69564,3
pdnc,qID,Q86-0,her,69641,69644,3
exp,exp_name,robert,Robert,70319,70325,15
pdnc,qID,Q88-0,you,70433,70436,3
pdnc,qID,Q88-0,Mr. Pontellier,70464,70478,5
booknlp,COREF,53,he,70481,70483,15
pdnc,qID,Q90-0,you,70540,70543,3
booknlp,COREF,53,I,71097,71098,15
pdnc,qID,Q94-0,you,71109,71112,3
pdnc,qID,Q94-0,Mr. Pontellier,71118,71132,5
exp,exp_name,robert,Robert,71147,71153,15
booknlp,COREF,53,himself,71163,71170,15
pdnc,qID,Q95-0,you,71282,71285,15
pdnc,qID,Q95-0,you,71322,71325,15
booknlp,COREF,53,my,71330,71332,15
booknlp,COREF,53,I,71351,71352,15
pdnc,qID,Q96-0,you,71403,71406,3
booknlp,COREF,53,I,71426,71427,15
booknlp,COREF,53,he,71463,71465,15
pdnc,qID,Q98-1,you,71479,71482,3
pdnc,qID,Q98-1,you,71518,71521,3
booknlp,COREF,53,I,71549,71550,15
pdnc,qID,Q99-0,you,71568,71571,15
booknlp,COREF,53,I,71600,71601,15
booknlp,COREF,53,he,71609,71611,15
booknlp,COREF,53,He,71626,71628,15
booknlp,COREF,53,his,71690,71693,15
booknlp,COREF,53,he,71792,71794,15
pdnc,qID,Q101-0,you,71893,71896,3
pdnc,qID,Q101-0,Mr. Pontellier,71920,71934,5
pdnc,qID,Q102-0,you,71956,71959,15
pdnc,qID,Q102-0,you,71969,71972,15
booknlp,COREF,53,He,71986,71988,15
booknlp,COREF,53,himself,71996,72003,15
booknlp,COREF,53,he,72040,72042,15
exp,exp_name,mrs. pontellier,Mrs. Pontellier,72074,72089,3
exp,exp_name,robert,Robert,72298,72304,15
booknlp,COREF,53,him,72341,72344,15
booknlp,COREF,53,He,72346,72348,15
booknlp,COREF,53,his,72391,72394,15
booknlp,COREF,53,he,72448,72450,15
pdnc,qID,Q103-0,you,72479,72482,3
pdnc,qID,Q103-0,Edna,72499,72503,3
pdnc,qID,Q103-0,you,72529,72532,3
booknlp,COREF,53,he,72565,72567,15
booknlp,COREF,53,He,72596,72598,15
exp,exp_name,madame lebrun,Madame Lebrun,72618,72631,6
booknlp,COREF,53,His,72659,72662,15
pdnc,qID,Q104-0,you,72689,72692,3
booknlp,COREF,53,he,72702,72704,15
booknlp,COREF,53,his,72835,72838,15
pdnc,qID,Q106-0,you,72845,72848,3
booknlp,COREF,53,he,72892,72894,15
pdnc,qID,Q107-0,Edna,72941,72945,3
exp,exp_name,mr. pontellier,Mr. Pontellier,72955,72969,5
booknlp,COREF,53,He,73052,73054,15
booknlp,COREF,53,his,73062,73065,15
pdnc,qID,Q109-0,You,73091,73094,3
booknlp,COREF,53,he,73122,73124,15
pdnc,qID,Q109-1,you,73173,73176,3
pdnc,qID,Q111-0,you,73251,73254,3
booknlp,COREF,53,him,73296,73299,15
booknlp,COREF,53,his,73412,73415,15
booknlp,COREF,53,his,73467,73470,15
booknlp,COREF,53,his,73528,73531,15
pdnc,qID,Q113-0,Edna,73680,73684,3
pdnc,qID,Q113-0,dear,73686,73690,3
pdnc,qID,Q113-0,you,73696,73699,3
booknlp,COREF,53,he,73721,73723,15
booknlp,COREF,53,I,73786,73787,15
booknlp,COREF,53,he,73844,73846,15
booknlp,COREF,53,I,73861,73862,15
pdnc,qID,Q115-1,you,73876,73879,3
pdnc,qID,Q115-1,You,73909,73912,3
booknlp,COREF,53,his,74257,74260,15
pdnc,qID,Q116-0,L once,74407,74413,5
pdnc,qID,Q116-1,you,74563,74566,5
exp,exp_name,mr. pontellier,Mr. Pontellier,74570,74584,5
booknlp,COREF,49,he,74611,74613,5
booknlp,COREF,49,He,74643,74645,5
booknlp,COREF,49,he,74680,74682,5
booknlp,COREF,49,his,74729,74732,5
booknlp,COREF,49,He,74738,74740,5
booknlp,COREF,49,his,74818,74821,5
booknlp,COREF,49,He,74850,74852,5
booknlp,COREF,49,his,74881,74884,5
booknlp,COREF,49,He,74945,74947,5
booknlp,COREF,49,he,74972,74974,5
exp,exp_name,mrs. pontellier,Mrs. Pontellier,75020,75035,3
exp,exp_name,mr. pontellier,Mr. Pontellier,75097,75111,5
booknlp,COREF,49,himself,75129,75136,5
exp,exp_name,edna,Edna,75223,75227,3
exp,exp_name,edna,Edna,75840,75844,3
pdnc,qID,Q117-0,you,75998,76001,5
pdnc,qID,Q117-0,L once,76013,76019,5
pdnc,qID,Q118-0,dear,76077,76081,3
exp,exp_name,monsieur farival,Monsieur Farival,77163,77179,11
booknlp,COREF,64,He,77258,77260,11
booknlp,COREF,64,his,77268,77271,11
booknlp,COREF,64,his,77298,77301,11
exp,exp_name,madame lebrun,Madame Lebrun,77423,77436,6
exp,exp_name,edna,Edna,77528,77532,3
exp,exp_name,robert,Robert,77570,77576,15
pdnc,qID,Q119-0,him,77585,77588,15
pdnc,qID,Q119-0,him,77643,77646,15
booknlp,COREF,53,He,77659,77661,15
booknlp,COREF,53,him,77706,77709,15
booknlp,COREF,53,him,77742,77745,15
booknlp,COREF,53,him,77776,77779,15
booknlp,COREF,53,his,77866,77869,15
booknlp,COREF,53,He,77880,77882,15
booknlp,COREF,53,his,77966,77969,15
booknlp,COREF,53,he,78011,78013,15
exp,exp_name,edna,Edna,78260,78264,3
booknlp,COREF,53,He,78334,78336,15
booknlp,COREF,53,he,78346,78348,15
pdnc,qID,Q120-0,you,78462,78465,15
pdnc,qID,Q120-1,L once,78522,78528,5
pdnc,qID,Q120-1,he,78539,78541,5
pdnc,qID,Q120-1,him,78574,78577,5
pdnc,qID,Q120-1,he,78579,78581,5
exp,exp_name,monsieur farival,Monsieur Farival,78843,78859,11
exp,exp_name,robert,Robert,79006,79012,15
booknlp,COREF,53,he,79032,79034,15
exp,exp_name,mariequita,Mariequita,79126,79136,9
exp,exp_name,edna,Edna,79339,79343,3
exp,exp_name,mariequita,Mariequita,79447,79457,9
exp,exp_name,monsieur farival,Monsieur Farival,79533,79549,11
exp,exp_name,monsieur farival,Monsieur Farival,79650,79666,11
exp,exp_name,mariequita,Mariequita,79689,79699,9
exp,exp_name,robert,Robert,79754,79760,15
exp,exp_name,robert,Robert,79832,79838,15
exp,exp_name,monsieur farival,Monsieur Farival,80004,80020,11
booknlp,COREF,64,he,80048,80050,11
exp,exp_name,edna,Edna,80136,80140,3
exp,exp_name,mariequita,Mariequita,80166,80176,9
booknlp,COREF,90,her,80195,80198,9
booknlp,COREF,90,her,80218,80221,9
pdnc,qID,Q121-0,she,80268,80271,3
exp,exp_name,robert,Robert,80316,80322,15
pdnc,qID,Q122-0,she,80332,80335,3
pdnc,qID,Q122-0,you,80343,80346,9
pdnc,qID,Q122-0,her,80371,80374,3
pdnc,qID,Q123-0,she,80386,80389,3
pdnc,qID,Q123-0,your,80390,80394,15
pdnc,qID,Q124-0,She,80410,80413,3
pdnc,qID,Q127-0,she,80618,80621,3
exp,exp_name,robert,Robert,80733,80739,15
exp,exp_name,mariequita,Mariequita,80766,80776,9
exp,exp_name,edna,Edna,80895,80899,3
exp,exp_name,robert,Robert,80962,80968,15
booknlp,COREF,53,his,80974,80977,15
exp,exp_name,monsieur farival,Monsieur Farival,81118,81134,11
booknlp,COREF,64,he,81172,81174,11
exp,exp_name,edna,Edna,81301,81305,3
exp,exp_name,robert,Robert,81552,81558,15
booknlp,COREF,53,he,81585,81587,15
exp,exp_name,mariequita,Mariequita,81606,81616,9
exp,exp_name,robert,Robert,81813,81819,15
exp,exp_name,robert,Robert,82070,82076,15
booknlp,COREF,53,he,82267,82269,15
pdnc,qID,Q139-0,you,82416,82419,3
booknlp,COREF,53,he,82427,82429,15
booknlp,COREF,53,I,82437,82438,15
booknlp,COREF,53,me,82472,82474,15
booknlp,COREF,53,my,82490,82492,15
pdnc,qID,Q139-1,you,82544,82547,3
booknlp,COREF,53,I,82590,82591,15
pdnc,qID,Q141-0,you,82600,82603,3
pdnc,qID,Q141-0,your,82658,82662,3
pdnc,qID,Q141-0,you,82691,82694,3
pdnc,qID,Q141-0,you,82753,82756,3
pdnc,qID,Q142-1,you,82853,82856,15
pdnc,qID,Q142-1,you,82925,82928,15
exp,exp_name,mariequita,Mariequita,83390,83400,9
booknlp,COREF,90,her,83418,83421,9
exp,exp_name,robert,Robert,83494,83500,15
booknlp,COREF,90,her,83520,83523,9
exp,exp_name,edna,Edna,83584,83588,3
exp,exp_name,robert,Robert,83872,83878,15
exp,exp_name,monsieur farival,Monsieur Farival,83915,83931,11
exp,exp_name,robert,Robert,83983,83989,15
exp,exp_name,mrs. pontellier,Mrs. Pontellier,84003,84018,3
booknlp,COREF,53,he,84020,84022,15
booknlp,COREF,53,his,84038,84041,15
booknlp,COREF,53,He,84048,84050,15
booknlp,COREF,53,him,84121,84124,15
exp,exp_name,edna,Edna,84241,84245,3
exp,exp_name,robert,Robert,84437,84443,15
exp,exp_name,madame,Madame,84560,84566,17
pdnc,qID,Q145-0,you,84578,84581,3
booknlp,COREF,53,He,84599,84601,15
exp,exp_name,edna,Edna,84960,84964,3
exp,exp_name,madame,Madame,85368,85374,17
exp,exp_name,robert,Robert,85633,85639,15
booknlp,COREF,53,him,85690,85693,15
exp,exp_name,edna,Edna,85753,85757,3
exp,exp_name,madame,Madame,86055,86061,17
exp,exp_name,robert,Robert,86167,86173,15
booknlp,COREF,53,him,86200,86203,15
booknlp,COREF,53,he,86209,86211,15
exp,exp_name,madame,Madame,86254,86260,17
exp,exp_name,edna,Edna,86395,86399,3
exp,exp_name,madame,Madame,87327,87333,17
exp,exp_name,robert,Robert,87544,87550,15
exp,exp_name,robert,Robert,87714,87720,15
exp,exp_name,edna,Edna,87904,87908,3
exp,exp_name,madame,Madame,88018,88024,17
exp,exp_name,edna,Edna,88249,88253,3
exp,exp_name,robert,Robert,88407,88413,15
booknlp,COREF,53,He,88516,88518,15
booknlp,COREF,53,him,88569,88572,15
booknlp,COREF,53,him,88647,88650,15
exp,exp_name,madame,Madame,88741,88747,17
exp,exp_name,edna,Edna,88864,88868,3
exp,exp_name,edna,Edna,89350,89354,3
exp,exp_name,robert,Robert,89599,89605,15
booknlp,COREF,53,his,89674,89677,15
booknlp,COREF,53,he,89694,89696,15
pdnc,qID,Q146-1,you,89877,89880,15
exp,exp_name,madame,Madame,89926,89932,17
booknlp,COREF,53,He,90024,90026,15
pdnc,qID,Q147-0,You,90077,90080,3
pdnc,qID,Q147-0,your,90146,90150,3
exp,exp_name,edna,Edna,90367,90371,3
booknlp,COREF,53,him,90385,90388,15
pdnc,qID,Q148-1,Monsieur Farival,90437,90453,11
pdnc,qID,Q148-1,the others,90458,90468,9
pdnc,qID,Q149-0,you,90510,90513,3
pdnc,qID,Q149-0,you,90562,90565,3
pdnc,qID,Q150-0,L once,90638,90644,5
pdnc,qID,Q151-0,he,90727,90729,5
pdnc,qID,Q151-0,you,90736,90739,3
booknlp,COREF,53,me,90749,90751,15
exp,exp_name,robert,Robert,90754,90760,15
booknlp,COREF,53,he,90773,90775,15
booknlp,COREF,53,himself,90783,90790,15
exp,exp_name,madame,Madame,90884,90890,17
exp,exp_name,edna,Edna,90919,90923,3
booknlp,COREF,53,I,90971,90972,15
booknlp,COREF,53,I,90982,90983,15
pdnc,qID,Q153-0,you,90995,90998,3
pdnc,qID,Q153-0,you,91029,91032,3
booknlp,COREF,53,He,91052,91054,15
booknlp,COREF,53,He,91130,91132,15
exp,exp_name,madame,Madame,91215,91221,17
exp,exp_name,edna,Edna,91281,91285,3
exp,exp_name,robert,Robert,91292,91298,15
booknlp,COREF,53,He,91323,91325,15
booknlp,COREF,53,he,91433,91435,15
booknlp,COREF,53,he,91626,91628,15
exp,exp_name,madame,Madame,91763,91769,17
exp,exp_name,edna,Edna,92198,92202,3
exp,exp_name,robert,Robert,92207,92213,15
exp,exp_name,madame,Madame,92336,92342,17
exp,exp_name,edna,Edna,92800,92804,3
exp,exp_name,robert,Robert,92895,92901,15
exp,exp_name,madame ratignolle,Madame Ratignolle,93138,93155,0
exp,exp_name,madame ratignolle,Madame Ratignolle,93472,93489,0
exp,exp_name,edna,Edna,93607,93611,3
booknlp,COREF,57,L,93846,93847,5
exp,exp_name,madame ratignolle,Madame Ratignolle,93884,93901,0
exp,exp_name,monsieur farival,Monsieur Farival,93964,93980,11
exp,exp_name,madame ratignolle,Madame Ratignolle,94322,94339,0
exp,exp_name,edna,Edna,94548,94552,3
exp,exp_name,ratignolle,Ratignolle,94567,94577,0
exp,exp_name,edna,Edna,94672,94676,3
exp,exp_name,robert,Robert,94710,94716,15
exp,exp_name,robert,Robert,94865,94871,15
exp,exp_name,edna,Edna,94877,94881,3
pdnc,qID,Q158-0,you,94899,94902,15
pdnc,qID,Q158-0,Robert,94954,94960,15
pdnc,qID,Q159-0,you,95042,95045,3
booknlp,COREF,53,He,95075,95077,15
booknlp,COREF,53,He,95140,95142,15
exp,exp_name,edna,Edna,95210,95214,3
exp,exp_name,madame lebrun,Madame Lebrun,95376,95389,6
exp,exp_name,robert,Robert,95936,95942,15
booknlp,COREF,53,he,96004,96006,15
booknlp,COREF,53,he,96103,96105,15
booknlp,COREF,53,he,96134,96136,15
booknlp,COREF,53,him,96183,96186,15
booknlp,COREF,53,he,96197,96199,15
exp,exp_name,edna,Edna,96246,96250,3
exp,exp_name,robert,Robert,96306,96312,15
exp,exp_name,robert,Robert,96429,96435,15
exp,exp_name,edna,Edna,96560,96564,3
exp,exp_name,victor,Victor,96734,96740,18
booknlp,COREF,78,his,96786,96789,18
exp,exp_name,edna,Edna,96798,96802,3
exp,exp_name,monsieur farival,Monsieur Farival,97004,97020,11
exp,exp_name,madame ratignolle,Madame Ratignolle,97025,97042,0
exp,exp_name,robert,Robert,97205,97211,15
booknlp,COREF,53,He,97290,97292,15
booknlp,COREF,53,him,97414,97417,15
booknlp,COREF,53,he,97467,97469,15
booknlp,COREF,53,his,97502,97505,15
booknlp,COREF,53,he,97577,97579,15
booknlp,COREF,53,him,97676,97679,15
booknlp,COREF,53,he,97687,97689,15
exp,exp_name,madame lebrun,Madame Lebrun,97701,97714,6
exp,exp_name,edna,Edna,97730,97734,3
booknlp,COREF,53,He,97818,97820,15
booknlp,COREF,53,his,97828,97831,15
booknlp,COREF,53,he,97872,97874,15
booknlp,COREF,53,He,97896,97898,15
pdnc,qID,Q160-0,he,97939,97941,15
exp,exp_name,robert,Robert,97991,97997,15
booknlp,COREF,53,himself,98027,98034,15
booknlp,COREF,53,him,98102,98105,15
pdnc,qID,Q161-1,he,98305,98307,15
booknlp,COREF,53,I,98376,98377,15
booknlp,COREF,53,I,98393,98394,15
booknlp,COREF,53,I,98416,98417,15
exp,exp_name,robert,Robert,98454,98460,15
exp,exp_name,madame lebrun,Madame Lebrun,98574,98587,6
pdnc,qID,Q163-0,Robert,98645,98651,15
pdnc,qID,Q163-0,he,98664,98666,15
pdnc,qID,Q163-0,he,98685,98687,15
pdnc,qID,Q163-1,Victor,98900,98906,18
exp,exp_name,victor,Victor,98941,98947,18
booknlp,COREF,78,he,98972,98974,18
booknlp,COREF,78,his,98983,98986,18
booknlp,COREF,78,he,99022,99024,18
exp,exp_name,monsieur farival,Monsieur Farival,99150,99166,11
exp,exp_name,victor,Victor,99180,99186,18
booknlp,COREF,78,his,99230,99233,18
exp,exp_name,victor,Victor,99262,99268,18
exp,exp_name,madame lebrun,Madame Lebrun,99406,99419,6
exp,exp_name,robert,Robert,99446,99452,15
booknlp,COREF,53,his,99460,99463,15
pdnc,qID,Q164-0,mother,99531,99537,6
booknlp,COREF,53,he,99540,99542,15
booknlp,COREF,53,he,99556,99558,15
exp,exp_name,edna,Edna,99602,99606,3
booknlp,COREF,53,he,99612,99614,15
booknlp,COREF,53,he,99650,99652,15
pdnc,qID,Q165-0,you,99929,99932,15
pdnc,qID,Q165-0,your,99941,99945,15
exp,exp_name,monsieur farival,Monsieur Farival,99974,99990,11
exp,exp_name,robert,Robert,100020,100026,15
pdnc,qID,Q168-0,Monsieur Farival,100244,100260,11
exp,exp_name,robert,Robert,100263,100269,15
exp,exp_name,edna,Edna,100332,100336,3
exp,exp_name,robert,Robert,101031,101037,15
booknlp,COREF,53,himself,101053,101060,15
exp,exp_name,madame ratignolle,Madame Ratignolle,101191,101208,0
exp,exp_name,robert,Robert,101220,101226,15
exp,exp_name,victor,Victor,101682,101688,18
booknlp,COREF,78,him,101861,101864,18
exp,exp_name,monsieur farival,Monsieur Farival,101873,101889,11
exp,exp_name,edna,Edna,101940,101944,3
pdnc,qID,Q169-0,you,102112,102115,15
exp,exp_name,robert,Robert,102134,102140,15
booknlp,COREF,53,he,102153,102155,15
pdnc,qID,Q171-0,you,102212,102215,15
booknlp,COREF,53,I,102249,102250,15
booknlp,COREF,53,my,102294,102296,15
booknlp,COREF,53,He,102318,102320,15
booknlp,COREF,53,him,102359,102362,15
booknlp,COREF,53,his,102366,102369,15
exp,exp_name,edna,Edna,102382,102386,3
exp,exp_name,edna,Edna,103229,103233,3
exp,exp_name,madame lebrun,Madame Lebrun,103599,103612,6
exp,exp_name,mrs. pontellier,Mrs. Pontellier,103632,103647,3
exp,exp_name,robert,Robert,103696,103702,15
exp,exp_name,edna,Edna,103714,103718,3
exp,exp_name,madame ratignolle,Madame Ratignolle,104119,104136,0
exp,exp_name,edna,Edna,104253,104257,3
pdnc,qID,Q173-1,Robert,104315,104321,15
pdnc,qID,Q173-1,he,104471,104473,15
exp,exp_name,madame ratignolle,Madame Ratignolle,104503,104520,0
pdnc,qID,Q174-1,you,104553,104556,3
pdnc,qID,Q174-1,Robert,104749,104755,15
pdnc,qID,Q174-1,you,104761,104764,3
pdnc,qID,Q174-1,dear,104791,104795,3
exp,exp_name,edna,Edna,104836,104840,3
pdnc,qID,Q176-0,You,104932,104935,3
pdnc,qID,Q176-0,you,104951,104954,3
pdnc,qID,Q176-0,your,104992,104996,3
exp,exp_name,edna,Edna,105039,105043,3
pdnc,qID,Q177-1,you,105050,105053,0
pdnc,qID,Q177-1,Madame Lebrun,105061,105074,6
exp,exp_name,madame ratignolle,Madame Ratignolle,105119,105136,0
exp,exp_name,edna,Edna,105144,105148,3
exp,exp_name,robert,Robert,105339,105345,15
booknlp,COREF,53,his,105364,105367,15
pdnc,qID,Q178-0,you,105387,105390,3
booknlp,COREF,53,he,105406,105408,15
pdnc,qID,Q179-0,you,105439,105442,15
booknlp,COREF,53,He,105463,105465,15
booknlp,COREF,53,his,105492,105495,15
booknlp,COREF,53,he,105524,105526,15
booknlp,COREF,53,He,105610,105612,15
exp,exp_name,edna,Edna,105702,105706,3
booknlp,COREF,53,he,105725,105727,15
booknlp,COREF,53,He,105737,105739,15
booknlp,COREF,53,his,105747,105750,15
booknlp,COREF,53,his,105804,105807,15
booknlp,COREF,53,his,105818,105821,15
exp,exp_name,edna,Edna,105882,105886,3
booknlp,COREF,53,him,105903,105906,15
pdnc,qID,Q184-0,you,105924,105927,3
pdnc,qID,Q184-0,you,105946,105949,3
pdnc,qID,Q185-0,you,106158,106161,15
booknlp,COREF,53,me,106339,106341,15
booknlp,COREF,53,I,106383,106384,15
booknlp,COREF,53,I,106400,106401,15
pdnc,qID,Q189-0,your,106419,106423,15
booknlp,COREF,53,me,106479,106481,15
booknlp,COREF,53,He,106506,106508,15
booknlp,COREF,53,himself,106549,106556,15
booknlp,COREF,53,He,106558,106560,15
booknlp,COREF,53,me,106606,106608,15
booknlp,COREF,53,I,106627,106628,15
pdnc,qID,Q190-0,you,106640,106643,3
booknlp,COREF,53,me,106671,106673,15
pdnc,qID,Q191-1,you,106746,106749,15
pdnc,qID,Q191-1,you,106788,106791,15
pdnc,qID,Q191-1,you,106803,106806,15
pdnc,qID,Q191-1,your,106833,106837,15
pdnc,qID,Q191-1,You,106876,106879,15
pdnc,qID,Q191-1,you,106995,106998,15
booknlp,COREF,53,I,107034,107035,15
booknlp,COREF,53,he,107038,107040,15
booknlp,COREF,53,He,107072,107074,15
booknlp,COREF,53,his,107106,107109,15
pdnc,qID,Q192-2,my dear Mrs. Pontellier,107126,107149,3
pdnc,qID,Q192-2,You,107160,107163,3
pdnc,qID,Q192-2,you,107177,107180,3
booknlp,COREF,53,his,107223,107226,15
booknlp,COREF,53,him,107252,107255,15
pdnc,qID,Q193-0,you,107276,107279,15
pdnc,qID,Q193-0,you,107297,107300,15
pdnc,qID,Q193-0,Robert,107302,107308,15
pdnc,qID,Q194-0,you,107342,107345,3
exp,exp_name,robert,Robert,107369,107375,15
booknlp,COREF,53,you,107461,107464,15
booknlp,COREF,53,He,107496,107498,15
booknlp,COREF,53,he,107570,107572,15
exp,exp_name,robert,Robert,107683,107689,15
exp,exp_name,robert,Robert,107764,107770,15
booknlp,COREF,53,his,107824,107827,15
exp,exp_name,edna,Edna,107840,107844,3
pdnc,qID,Q195-0,you,108728,108731,3
pdnc,qID,Q195-0,your friend,108737,108748,15
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,108765,108783,7
booknlp,COREF,84,she,108799,108802,7
exp,exp_name,edna,Edna,108827,108831,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,109164,109182,7
exp,exp_name,edna,Edna,109295,109299,3
exp,exp_name,robert,Robert,109365,109371,15
booknlp,COREF,53,him,109619,109622,15
booknlp,COREF,53,him,109675,109678,15
exp,exp_name,madame lebrun,Madame Lebrun,109711,109724,6
exp,exp_name,robert,Robert,109822,109828,15
exp,exp_name,madame lebrun,Madame Lebrun,110030,110043,6
exp,exp_name,madame lebrun,Madame Lebrun,110164,110177,6
exp,exp_name,robert,Robert,110183,110189,15
booknlp,COREF,53,his,110256,110259,15
exp,exp_name,edna,Edna,110423,110427,3
exp,exp_name,robert,Robert,110702,110708,15
pdnc,qID,Q196-0,Robert,110790,110796,15
pdnc,qID,Q196-0,his,110812,110815,15
pdnc,qID,Q196-0,he,110836,110838,15
booknlp,COREF,53,himself,110859,110866,15
pdnc,qID,Q196-0,He,110868,110870,15
pdnc,qID,Q196-0,his,110891,110894,15
pdnc,qID,Q196-0,he,110902,110904,15
exp,exp_name,madame lebrun,Madame Lebrun,110922,110935,6
exp,exp_name,edna,Edna,111000,111004,3
exp,exp_name,madame lebrun,Madame Lebrun,111035,111048,6
exp,exp_name,edna,Edna,111235,111239,3
exp,exp_name,edna,Edna,111622,111626,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,111662,111677,3
exp,exp_name,edna,Edna,111815,111819,3
exp,exp_name,robert,Robert,112026,112032,15
pdnc,qID,Q197-0,you,112090,112093,3
pdnc,qID,Q197-0,him,112109,112112,15
pdnc,qID,Q197-0,Edna,112114,112118,3
pdnc,qID,Q198-0,him,112156,112159,15
exp,exp_name,mr. pontellier,Mr. Pontellier,112176,112190,5
exp,exp_name,robert,Robert,112200,112206,15
exp,exp_name,edna,Edna,112224,112228,3
booknlp,COREF,49,him,112235,112238,5
booknlp,COREF,53,his,112423,112426,15
exp,exp_name,mr. pontellier,Mr. Pontellier,112454,112468,5
booknlp,COREF,53,he,112501,112503,15
booknlp,COREF,53,he,112518,112520,15
booknlp,COREF,53,his,112602,112605,15
exp,exp_name,mr. pontellier,Mr. Pontellier,112618,112632,5
exp,exp_name,edna,Edna,112742,112746,3
exp,exp_name,robert,Robert,113047,113053,15
booknlp,COREF,53,him,113117,113120,15
exp,exp_name,robert,Robert,113162,113168,15
exp,exp_name,edna,Edna,113566,113570,3
exp,exp_name,madame ratignolle,Madame Ratignolle,113585,113602,0
exp,exp_name,edna,Edna,113810,113814,3
pdnc,qID,Q200-0,you,114118,114121,3
pdnc,qID,Q200-0,you,114156,114159,3
exp,exp_name,madame ratignolle,Madame Ratignolle,114191,114208,0
pdnc,qID,Q200-1,your,114303,114307,3
pdnc,qID,Q200-1,you,114320,114323,3
pdnc,qID,Q201-0,you,114378,114381,0
exp,exp_name,edna,Edna,114398,114402,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,114430,114448,7
pdnc,qID,Q202-0,Mademoiselle,114614,114626,7
pdnc,qID,Q202-0,you,114634,114637,7
pdnc,qID,Q202-0,Robert,114661,114667,15
pdnc,qID,Q202-0,you,114673,114676,7
pdnc,qID,Q204-0,your,114847,114851,7
exp,exp_name,edna,Edna,114869,114873,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,114934,114952,7
booknlp,COREF,84,her,115066,115069,7
booknlp,COREF,84,Mademoiselle,115242,115254,7
exp,exp_name,edna,Edna,115263,115267,3
exp,exp_name,madame lebrun,Madame Lebrun,115533,115546,6
exp,exp_name,madame lebrun,Madame Lebrun,115621,115634,6
pdnc,qID,Q205-0,She,115715,115718,6
pdnc,qID,Q205-0,her son,115749,115756,15
exp,exp_name,edna,Edna,115764,115768,3
pdnc,qID,Q205-1,him,115862,115865,15
booknlp,COREF,84,Mademoiselle,115872,115884,7
pdnc,qID,Q206-0,dear,115930,115934,3
pdnc,qID,Q206-0,you,115982,115985,3
pdnc,qID,Q206-0,Aline Lebrun,115987,115999,6
pdnc,qID,Q206-0,Victor,116010,116016,18
pdnc,qID,Q206-0,Victor,116026,116032,18
pdnc,qID,Q206-0,She,116040,116043,6
pdnc,qID,Q206-0,him,116056,116059,18
pdnc,qID,Q206-0,She,116095,116098,6
pdnc,qID,Q206-0,him,116108,116111,18
pdnc,qID,Q206-0,he,116127,116129,18
pdnc,qID,Q206-0,Robert,116140,116146,15
pdnc,qID,Q206-0,he,116195,116197,15
booknlp,COREF,53,himself,116255,116262,15
