qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q683-1,and hold your tongue.,"[172940, 172961]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Anaphoric,he blazed out,['your'],"[[172949, 172953]]",[['Dolly']],X,683,major,HowardsEnd,836,836,11,11,8,172940,172961
Q684-0,"Ah, well!","[177152, 177161]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Explicit,said Mr Wilcox,[],[],[],X,684,minor,HowardsEnd,840,840,11,11,17,177152,177161
Q684-1,I shouldn t have thought it possible.,"[177204, 177241]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Explicit,said Mr Wilcox,[],[],[],X,684,minor,HowardsEnd,840,840,11,11,17,177204,177241
Q685-0,"Mother couldn t have meant it,","[177245, 177275]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Explicit,said Evie,['Mother'],"[[177245, 177251]]",[['Mrs. Wilcox']],X,685,minor,HowardsEnd,841,841,11,11,14,177245,177275
Q686-0,"No, my girl, of course not.","[177306, 177333]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,['my girl'],"[[177310, 177317]]",[['Evie']],X,686,minor,HowardsEnd,842,842,11,11,17,177306,177333
Q687-0,"Mother believed so in ancestors too--it isn t like her to leave anything to an outsider, who d never appreciate.","[177337, 177449]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Implicit,,"['Mother', 'her']","[[177337, 177343], [177388, 177391]]","[['Mrs. Wilcox'], ['Mrs. Wilcox']]",X,687,minor,HowardsEnd,843,843,11,11,14,177337,177449
Q688-0,"The whole thing is unlike her,","[177453, 177483]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Anaphoric,he announced,[],[],[],X,688,minor,HowardsEnd,844,844,11,11,17,177453,177483
Q688-1,"If Miss Schlegel had been poor, if she had wanted a house, I could understand it a little. But she has a house of her own. Why should she want another? She wouldn t have any use for Howards End.","[177500, 177694]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Anaphoric,he announced,"['Miss Schlegel', 'she', 'she', 'her', 'she', 'She']","[[177503, 177516], [177535, 177538], [177595, 177598], [177614, 177617], [177634, 177637], [177652, 177655]]","[['Margaret'], ['Margaret'], ['Margaret'], ['Margaret'], ['Margaret'], ['Margaret']]",X,688,minor,HowardsEnd,844,844,11,11,17,177500,177694
Q689-0,"That time may prove,","[177698, 177718]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Explicit,murmured Charles,[],[],[],X,689,major,HowardsEnd,845,845,11,11,8,177698,177718
Q690-0,How?,"[177740, 177744]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Anaphoric,asked his sister,[],[],[],X,690,minor,HowardsEnd,846,846,11,11,14,177740,177744
Q691-0,Presumably she knows--mother will have told her. She got twice or three times into the nursing home. Presumably she is awaiting developments.,"[177766, 177907]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Implicit,,"['she', 'mother', 'her', 'She', 'she']","[[177777, 177780], [177788, 177794], [177810, 177813], [177815, 177818], [177878, 177881]]","[['Margaret'], ['Mrs. Wilcox'], ['Margaret'], ['Margaret'], ['Margaret']]",X,691,major,HowardsEnd,847,847,11,11,8,177766,177907
Q692-0,What a horrid woman!,"[177911, 177931]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Implicit,,['a horrid woman'],"[[177916, 177930]]",[['Margaret']],X,692,minor,HowardsEnd,848,848,11,11,14,177911,177931
Q693-0,"Why, she may be coming down to turn us out now!","[177971, 178018]",Dolly,"['Evie', 'Charles Wilcox', 'Mr. Wilcox']",Explicit,Dolly who had recovered cried,"['she', 'us']","[[177976, 177979], [178007, 178009]]","[['Margaret'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly']]",X,693,minor,HowardsEnd,848,848,11,11,11,177971,178018
Q694-0,"I wish she would,","[178045, 178062]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Anaphoric,he said,['she'],"[[178052, 178055]]",[['Margaret']],X,694,major,HowardsEnd,849,849,11,11,8,178045,178062
Q694-1,I could then deal with her.,"[178084, 178111]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Anaphoric,he said,['her'],"[[178107, 178110]]",[['Margaret']],X,694,major,HowardsEnd,849,849,11,11,8,178084,178111
Q695-0,"So could I,","[178115, 178126]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Anaphoric,echoed his father,[],[],[],X,695,minor,HowardsEnd,850,850,11,11,17,178115,178126
Q695-1,"I could deal with her, if she comes, but she won t come. You re all a bit hard on Miss Schlegel.","[178385, 178481]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Anaphoric,echoed his father,"['her', 'she', 'she', 'You', 'Miss Schlegel']","[[178403, 178406], [178411, 178414], [178426, 178429], [178442, 178445], [178467, 178480]]","[['Margaret'], ['Margaret'], ['Margaret'], ['Evie', 'Charles Wilcox', 'Dolly'], ['Margaret']]",X,695,minor,HowardsEnd,850,850,11,11,17,178385,178481
Q696-0,"That Paul business was pretty scandalous, though.","[178485, 178534]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Implicit,,['Paul'],"[[178490, 178494]]",[['Paul']],X,696,major,HowardsEnd,851,851,11,11,8,178485,178534
Q697-0,"I want no more of the Paul business, Charles, as I said at the time, and besides, it is quite apart from this business. Margaret Schlegel has been officious and tiresome during this terrible week, and we have all suffered under her, but upon my soul she s honest. She s NOT in collusion with the matron. I m absolutely certain of it. Nor was she with the doctor, I m equally certain of that. She did not hide anything from us, for up to that very afternoon she was as ignorant as we are. She, like ourselves, was a dupe--","[178538, 179059]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,"['Paul', 'Charles', 'Margaret Schlegel', 'we', 'her', 'she', 'She', 'She', 'us', 'she', 'we', 'She']","[[178560, 178564], [178575, 178582], [178658, 178675], [178739, 178741], [178766, 178769], [178788, 178791], [178802, 178805], [178930, 178933], [178961, 178963], [178995, 178998], [179018, 179020], [179026, 179029]]","[['Paul'], ['Charles Wilcox'], ['Margaret'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Margaret'], ['Margaret'], ['Margaret'], ['Margaret'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Margaret'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Margaret']]",X,697,minor,HowardsEnd,852,852,11,11,17,178538,179059
Q698-0,"You see, Charles, in her terrible pain your mother put us all in false positions. Paul would not have left England, you would not have gone to Italy, nor Evie and I into Yorkshire, if only we had known. Well, Miss Schlegel s position has been equally false. Take all in all, she has not come out of it badly.","[179087, 179395]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,"['You', 'Charles', 'her', 'your mother', 'us', 'Paul', 'you', 'Evie', 'we', 'Miss Schlegel', 'she']","[[179087, 179090], [179096, 179103], [179108, 179111], [179126, 179137], [179142, 179144], [179169, 179173], [179203, 179206], [179241, 179245], [179276, 179278], [179296, 179309], [179362, 179365]]","[['Charles Wilcox'], ['Charles Wilcox'], ['Mrs. Wilcox'], ['Mrs. Wilcox'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Paul'], ['Charles Wilcox'], ['Evie'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Margaret'], ['Margaret']]",X,698,minor,HowardsEnd,852,852,11,11,17,179087,179395
Q699-0,But those chrysanthemums--,"[179410, 179436]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Explicit,Evie said,[],[],[],X,699,minor,HowardsEnd,853,853,11,11,14,179410,179436
Q700-0,Or coming down to the funeral at all--,"[179440, 179478]",Dolly,"['Evie', 'Charles Wilcox', 'Mr. Wilcox']",Explicit,echoed Dolly,[],[],[],X,700,minor,HowardsEnd,854,854,11,11,11,179440,179478
Q701-0,"Why shouldn t she come down? She had the right to, and she stood far back among the Hilton women. The flowers--certainly we should not have sent such flowers, but they may have seemed the right thing to her, Evie, and for all you know they may be the custom in Germany.","[179496, 179765]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,"['she', 'She', 'she', 'we', 'her', 'Evie', 'you']","[[179510, 179513], [179525, 179528], [179551, 179554], [179617, 179619], [179699, 179702], [179704, 179708], [179722, 179725]]","[['Margaret'], ['Margaret'], ['Margaret'], ['Charles Wilcox', 'Evie', 'Mr. Wilcox', 'Dolly'], ['Margaret'], ['Evie'], ['Evie']]",X,701,minor,HowardsEnd,855,855,11,11,17,179496,179765
Q702-0,"Oh, I forget she isn t really English,","[179769, 179807]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Explicit,cried Evie,['she'],"[[179782, 179785]]",[['Margaret']],X,702,minor,HowardsEnd,856,856,11,11,14,179769,179807
Q702-1,That would explain a lot.,"[179822, 179847]",Evie,"['Charles Wilcox', 'Dolly', 'Mr. Wilcox']",Explicit,cried Evie,[],[],[],X,702,minor,HowardsEnd,856,856,11,11,14,179822,179847
Q703-0,"She s a cosmopolitan,","[179851, 179872]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Explicit,said Charles,['She'],"[[179851, 179854]]",[['Margaret']],X,703,major,HowardsEnd,857,857,11,11,8,179851,179872
Q703-1,"I admit I m rather down on cosmopolitans. My fault, doubtless. I cannot stand them, and a German cosmopolitan is the limit. I think that s about all, isn t it? I want to run down and see Chalkeley. A bicycle will do. And, by the way, I wish you d speak to Crane some time. I m certain he s had my new car out.","[179911, 180220]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Explicit,said Charles,"['you', 'Crane', 'he']","[[180152, 180155], [180167, 180172], [180196, 180198]]","[['Mr. Wilcox'], [""His Father'S Chauffeur""], [""His Father'S Chauffeur""]]",X,703,major,HowardsEnd,857,857,11,11,8,179911,180220
Q704-0,Has he done it any harm?,"[180224, 180248]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,['he'],"[[180228, 180230]]","[[""His Father'S Chauffeur""]]",X,704,minor,HowardsEnd,858,858,11,11,17,180224,180248
Q705-0,No.,"[180252, 180255]",Charles Wilcox,"['Evie', 'Mr. Wilcox', 'Dolly']",Implicit,,[],[],[],X,705,major,HowardsEnd,859,859,11,11,8,180252,180255
Q706-0,In that case I shall let it pass. It s not worth while having a row.,"[180259, 180327]",Mr. Wilcox,"['Evie', 'Charles Wilcox', 'Dolly']",Implicit,,[],[],[],X,706,minor,HowardsEnd,860,860,11,11,17,180259,180327
Q707-0,loved superstition.,"[182765, 182784]",Margaret,[],Explicit,Margaret had once said,[],[],[],X,707,major,HowardsEnd,865,865,12,12,25,182765,182784
Q708-0,"Oh, how lovely! That s the place for me!","[186772, 186812]",Helen,['Herr Forstmeister'],Anaphoric,She had exclaimed,[],[],[],X,708,major,HowardsEnd,869,869,12,12,16,186772,186812
Q709-0,"I have a message, dear Helen,","[186866, 186895]",Fraulein Mosebach,['Helen'],Implicit,,['dear Helen'],"[[186884, 186894]]",[['Helen']],X,709,minor,HowardsEnd,869,869,12,12,15,186866,186895
Q710-0,"And there will even be some one for Tibby,","[187189, 187231]",Helen,"['Margaret', 'Tibby']",Explicit,concluded Helen,['Tibby'],"[[187225, 187230]]",[['Tibby']],X,710,major,HowardsEnd,869,869,12,12,16,187189,187231
Q710-1,"There now, Tibby, think of that; Frieda is saving up a little girl for you, in pig-tails and white worsted stockings but the feet of the stockings are pink as if the little girl had trodden in strawberries. I ve talked too much. My head aches. Now you talk.","[187251, 187508]",Helen,"['Margaret', 'Tibby']",Explicit,concluded Helen,"['Tibby', 'Frieda', 'you', 'you']","[[187262, 187267], [187284, 187290], [187322, 187325], [187499, 187502]]","[['Tibby'], ['Fraulein Mosebach'], ['Tibby'], ['Tibby']]",X,710,major,HowardsEnd,869,869,12,12,16,187251,187508
Q711-0,"Helen, I told you about poor Mrs. Wilcox; that sad business?","[188831, 188891]",Margaret,"['Tibby', 'Helen']",Implicit,,"['Helen', 'you', 'poor Mrs. Wilcox']","[[188831, 188836], [188845, 188848], [188855, 188871]]","[['Helen'], ['Helen'], ['Mrs. Wilcox']]",X,711,major,HowardsEnd,873,873,12,12,25,188831,188891
Q712-0,Yes.,"[188895, 188899]",Helen,"['Margaret', 'Tibby']",Implicit,,[],[],[],X,712,major,HowardsEnd,874,874,12,12,16,188895,188899
Q713-0,"I have had a correspondence with her son. He was winding up the estate, and wrote to ask me whether his mother had wanted me to have anything. I thought it good of him, considering I knew her so little. I said that she had once spoken of giving me a Christmas present, but we both forgot about it afterwards.","[188903, 189211]",Margaret,"['Tibby', 'Helen']",Implicit,,"['her son', 'He', 'his mother', 'him', 'her', 'we']","[[188936, 188943], [188945, 188947], [189003, 189013], [189067, 189070], [189091, 189094], [189176, 189178]]","[['Charles Wilcox'], ['Charles Wilcox'], ['Mrs. Wilcox'], ['Charles Wilcox'], ['Mrs. Wilcox'], ['Mrs. Wilcox', 'Margaret']]",X,713,major,HowardsEnd,875,875,12,12,25,188903,189211
Q714-0,I hope Charles took the hint.,"[189215, 189244]",Helen,"['Margaret', 'Tibby']",Implicit,,['Charles'],"[[189222, 189229]]",[['Charles Wilcox']],X,714,major,HowardsEnd,876,876,12,12,16,189215,189244
Q715-0,"Yes--that is to say, her husband wrote later on, and thanked me for being a little kind to her, and actually gave me her silver vinaigrette. Don t you think that is extraordinarily generous? It has made me like him very much. He hopes that this will not be the end of our acquaintance, but that you and I will go and stop with Evie some time in the future. I like Mr. Wilcox. He is taking up his work--rubber--it is a big business. I gather he is launching out rather. Charles is in it, too. Charles is married--a pretty little creature, but she doesn t seem wise. They took on the flat, but now they have gone off to a house of their own.","[189248, 189887]",Margaret,"['Tibby', 'Helen']",Implicit,,"['her husband', 'her', 'her', 'you', 'him', 'He', 'you', 'Evie', 'Mr. Wilcox', 'He', 'his', 'he', 'Charles', 'Charles', ' pretty little creature', 'she', 'They', 'they']","[[189269, 189280], [189339, 189342], [189365, 189368], [189395, 189398], [189459, 189462], [189474, 189476], [189543, 189546], [189575, 189579], [189612, 189622], [189624, 189626], [189640, 189643], [189689, 189691], [189717, 189724], [189740, 189747], [189761, 189784], [189790, 189793], [189813, 189817], [189844, 189848]]","[['Mr. Wilcox'], ['Mrs. Wilcox'], ['Mrs. Wilcox'], ['Helen'], ['Mr. Wilcox'], ['Mr. Wilcox'], ['Helen'], ['Evie'], ['Mr. Wilcox'], ['Mr. Wilcox'], ['Mr. Wilcox'], ['Mr. Wilcox'], ['Charles Wilcox'], ['Charles Wilcox'], ['Dolly'], ['Dolly'], ['Charles Wilcox', 'Dolly'], ['Charles Wilcox', 'Dolly']]",X,715,major,HowardsEnd,877,877,12,12,25,189248,189887
Q716-0,I was thinking of Mr. Vyse. He never strikes me as particularly happy.,"[195432, 195502]",Margaret,['Tibby'],Anaphoric,she replied,[],[],[],X,716,major,HowardsEnd,884,884,13,13,25,195432,195502
Q717-0,Ye--es.,"[195506, 195513]",Tibby,['Margaret'],Explicit,said Tibby,[],[],[],X,717,minor,HowardsEnd,885,885,13,13,45,195506,195513
Q718-0,"But Mr. Vyse is rather a wretched, weedy man, don t you think? Then there s Guy. That was a pitiful business. Besides","[195985, 196102]",Margaret,['Tibby'],Implicit,,['you'],"[[196037, 196040]]",[['Tibby']],X,718,major,HowardsEnd,886,886,13,13,25,195985,196102
Q719-0,every one is the better for some regular work.,"[196131, 196177]",Margaret,['Tibby'],Implicit,,[],[],[],X,719,major,HowardsEnd,886,886,13,13,25,196131,196177
Q720-0,"I shall stick to it,","[196190, 196210]",Margaret,['Tibby'],Anaphoric,she continued,[],[],[],X,720,major,HowardsEnd,888,888,13,13,25,196190,196210
Q720-1,"I am not saying it to educate you; it is what I really think. I believe that in the last century men have developed the desire for work, and they must not starve it. It s a new desire. It goes with a great deal that s bad, but in itself it s good, and I hope that for women, too,  not to work  will soon become as shocking as  not to be married  was a hundred years ago.","[196237, 196607]",Margaret,['Tibby'],Anaphoric,she continued,['you'],"[[196267, 196270]]",[['Tibby']],X,720,major,HowardsEnd,888,888,13,13,25,196237,196607
Q721-0,"I have no experience of this profound desire to which you allude,","[196611, 196676]",Tibby,['Margaret'],Explicit,enunciated Tibby,['you'],"[[196665, 196668]]",[['Margaret']],X,721,minor,HowardsEnd,889,889,13,13,45,196611,196676
Q722-0,"Then we ll leave the subject till you do. I m not going to rattle you round. Take your time. Only do think over the lives of the men you like most, and see how they ve arranged them.","[196699, 196881]",Margaret,['Tibby'],Implicit,,"['we', 'you', 'you', 'you']","[[196704, 196706], [196733, 196736], [196765, 196768], [196832, 196835]]","[['Margaret', 'Tibby'], ['Tibby'], ['Tibby'], ['Tibby']]",X,722,major,HowardsEnd,890,890,13,13,25,196699,196881
Q723-0,"I like Guy and Mr. Vyse most,","[196885, 196914]",Tibby,['Margaret'],Explicit,said Tibby,[],[],[],X,723,minor,HowardsEnd,891,891,13,13,45,196885,196914
Q724-0,"And don t think I m not serious because I don t use the traditional arguments--making money, a sphere awaiting you, and so on--all of which are, for various reasons, cant.","[197033, 197204]",Margaret,['Tibby'],Implicit,,['you'],"[[197144, 197147]]",[['Tibby']],X,724,major,HowardsEnd,892,892,13,13,25,197033,197204
Q725-0,"I m only your sister. I haven t any authority over you, and I don t want to have any. Just to put before you what I think the Truth. You see","[197221, 197361]",Margaret,['Tibby'],Implicit,,"['your', 'you', 'you', 'You']","[[197230, 197234], [197272, 197275], [197326, 197329], [197354, 197357]]","[['Tibby'], ['Tibby'], ['Tibby'], ['Tibby']]",X,725,major,HowardsEnd,892,892,13,13,25,197221,197361
Q726-0,"in a few years we shall be the same age practically, and I shall want you to help me. Men are so much nicer than women.","[197426, 197545]",Margaret,['Tibby'],Implicit,,"['we', 'you']","[[197441, 197443], [197496, 197499]]","[['Margaret', 'Tibby'], ['Tibby']]",X,726,major,HowardsEnd,892,892,13,13,25,197426,197545
Q727-0,"Labouring under such a delusion, why do you not marry?","[197549, 197603]",Tibby,['Margaret'],Implicit,,['you'],"[[197589, 197592]]",[['Margaret']],X,727,minor,HowardsEnd,893,893,13,13,45,197549,197603
Q728-0,I sometimes jolly well think I would if I got the chance.,"[197607, 197664]",Margaret,['Tibby'],Implicit,,[],[],[],X,728,major,HowardsEnd,894,894,13,13,25,197607,197664
Q729-0,Has nobody arst you?,"[197668, 197688]",Tibby,['Margaret'],Implicit,,['you'],"[[197684, 197687]]",[['Margaret']],X,729,minor,HowardsEnd,895,895,13,13,45,197668,197688
Q730-0,Only ninnies.,"[197692, 197705]",Margaret,['Tibby'],Implicit,,[],[],[],X,730,major,HowardsEnd,896,896,13,13,25,197692,197705
Q731-0,Do people ask Helen?,"[197709, 197729]",Tibby,['Margaret'],Implicit,,['Helen'],"[[197723, 197728]]",[['Helen']],X,731,minor,HowardsEnd,897,897,13,13,45,197709,197729
Q732-0,Plentifully.,"[197733, 197745]",Margaret,['Tibby'],Implicit,,[],[],[],X,732,major,HowardsEnd,898,898,13,13,25,197733,197745
Q733-0,Tell me about them.,"[197749, 197768]",Tibby,['Margaret'],Implicit,,[],[],[],X,733,minor,HowardsEnd,899,899,13,13,45,197749,197768
Q734-0,No.,"[197772, 197775]",Margaret,['Tibby'],Implicit,,[],[],[],X,734,major,HowardsEnd,900,900,13,13,25,197772,197775
Q735-0,"Tell me about your ninnies, then.","[197779, 197812]",Tibby,['Margaret'],Implicit,,['your'],"[[197793, 197797]]",[['Margaret']],X,735,minor,HowardsEnd,901,901,13,13,45,197779,197812
Q736-0,"They were men who had nothing better to do,","[197816, 197859]",Margaret,['Tibby'],Anaphoric,said his sister,[],[],[],X,736,major,HowardsEnd,902,902,13,13,25,197816,197859
Q736-1,"So take warning; you must work, or else you must pretend to work, which is what I do. Work, work, work if you d save your soul and your body. It is honestly a necessity, dear boy. Look at the Wilcoxes, look at Mr. Pembroke. With all their defects of temper and understanding, such men give me more pleasure than many who are better equipped, and I think it is because they have worked regularly and honestly.","[197930, 198338]",Margaret,['Tibby'],Anaphoric,said his sister,"['you', 'you', 'you', 'dear boy', 'the Wilcoxes']","[[197947, 197950], [197970, 197973], [198036, 198039], [198100, 198108], [198118, 198130]]","[['Tibby'], ['Tibby'], ['Tibby'], ['Tibby'], ['Charles Wilcox', 'Paul', 'Mr. Wilcox']]",X,736,major,HowardsEnd,902,902,13,13,25,197930,198338
Q737-0,"Spare me the Wilcoxes,","[198342, 198364]",Tibby,['Margaret'],Anaphoric,he moaned,['the Wilcoxes'],"[[198351, 198363]]","[['Charles Wilcox', 'Paul', 'Mr. Wilcox']]",X,737,minor,HowardsEnd,903,903,13,13,45,198342,198364
Q738-0,I shall not. They are the right sort.,"[198379, 198416]",Margaret,['Tibby'],Implicit,,['They'],"[[198392, 198396]]","[['Charles Wilcox', 'Paul', 'Mr. Wilcox']]",X,738,major,HowardsEnd,904,904,13,13,25,198379,198416
Q739-0,"Oh, goodness me, Meg--!","[198420, 198443]",Tibby,['Margaret'],Anaphoric,he protested,['Meg'],"[[198437, 198440]]",[['Margaret']],X,739,minor,HowardsEnd,905,905,13,13,45,198420,198443
Q740-0,"Well, they re as near the right sort as you can imagine.","[198554, 198610]",Margaret,['Tibby'],Implicit,,"['they', 'you']","[[198560, 198564], [198594, 198597]]","[['Charles Wilcox', 'Paul', 'Mr. Wilcox'], ['Tibby']]",X,740,major,HowardsEnd,906,906,13,13,25,198554,198610
Q741-0,"No, no--oh, no!","[198614, 198629]",Tibby,['Margaret'],Implicit,,[],[],[],X,741,minor,HowardsEnd,907,907,13,13,45,198614,198629
Q742-0,"I was thinking of the younger son, whom I once classed as a ninny, but who came back so ill from Nigeria. He s gone out there again, Evie Wilcox tells me--out to his duty.","[198633, 198804]",Margaret,['Tibby'],Implicit,,"['the younger son', 'He', 'Evie Wilcox', 'his']","[[198651, 198666], [198739, 198741], [198766, 198777], [198795, 198798]]","[['Paul'], ['Paul'], ['Evie'], ['Paul']]",X,742,major,HowardsEnd,908,908,13,13,25,198633,198804
Q743-0,"He doesn t want the money, it is work he wants, though it is beastly work--dull country, dishonest natives, an eternal fidget over fresh water and food... A nation that can produce men of that sort may well be proud. No wonder England has become an Empire.","[198841, 199097]",Margaret,['Tibby'],Implicit,,"['He', 'he']","[[198841, 198843], [198879, 198881]]","[['Paul'], ['Paul']]",X,743,major,HowardsEnd,910,910,13,13,25,198841,199097
Q744-0,EMPIRE!,"[199101, 199108]",Tibby,['Margaret'],Implicit,,[],[],[],X,744,minor,HowardsEnd,911,911,13,13,45,199101,199108
Q745-0,"I can t bother over results,","[199112, 199140]",Margaret,['Tibby'],Explicit,said Margaret,[],[],[],X,745,major,HowardsEnd,912,912,13,13,25,199112,199140
Q745-1,"They are too difficult for me. I can only look at the men. An Empire bores me, so far, but I can appreciate the heroism that builds it up. London bores me, but what thousands of splendid people are labouring to make London--","[199174, 199398]",Margaret,['Tibby'],Explicit,said Margaret,[],[],[],X,745,major,HowardsEnd,912,912,13,13,25,199174,199398
Q746-0,"What it is,","[199402, 199413]",Tibby,['Margaret'],Anaphoric,he sneered,[],[],[],X,746,minor,HowardsEnd,913,913,13,13,45,199402,199413
Q747-0,"What it is, worse luck. I want activity without civilisation. How paradoxical! Yet I expect that is what we shall find in heaven.","[199429, 199558]",Margaret,['Tibby'],Implicit,,['we'],"[[199534, 199536]]","[['Margaret', 'Tibby']]",X,747,major,HowardsEnd,914,914,13,13,25,199429,199558
Q748-0,"And I,","[199562, 199568]",Tibby,['Margaret'],Explicit,said Tibby,[],[],[],X,748,minor,HowardsEnd,915,915,13,13,45,199562,199568
Q748-1,"want civilisation without activity, which, I expect, is what we shall find in the other place.","[199583, 199677]",Tibby,['Margaret'],Explicit,said Tibby,['we'],"[[199644, 199646]]","[['Margaret', 'Tibby']]",X,748,minor,HowardsEnd,915,915,13,13,45,199583,199677
Q749-0,"You needn t go as far as the other place, Tibbikins, if you want that. You can find it at Oxford.","[199681, 199778]",Margaret,['Tibby'],Implicit,,"['You', 'Tibbikins', 'you', 'You']","[[199681, 199684], [199723, 199732], [199737, 199740], [199752, 199755]]","[['Tibby'], ['Tibby'], ['Tibby'], ['Tibby']]",X,749,major,HowardsEnd,916,916,13,13,25,199681,199778
Q750-0,Stupid--,"[199782, 199790]",Tibby,['Margaret'],Implicit,,[],[],[],X,750,minor,HowardsEnd,917,917,13,13,45,199782,199790
Q751-0,"If I m stupid, get me back to the house-hunting. I ll even live in Oxford if you like--North Oxford. I ll live anywhere except Bournemouth, Torquay, and Cheltenham. Oh yes, or Ilfracombe and Swanage and Tunbridge Wells and Surbiton and Bedford. There on no account.","[199794, 200059]",Margaret,['Tibby'],Implicit,,['you'],"[[199871, 199874]]",[['Tibby']],X,751,major,HowardsEnd,918,918,13,13,25,199794,200059
Q752-0,"London, then.","[200063, 200076]",Tibby,['Margaret'],Implicit,,[],[],[],X,752,minor,HowardsEnd,919,919,13,13,45,200063,200076
Q753-0,"I agree, but Helen rather wants to get away from London. However, there s no reason we shouldn t have a house in the country and also a flat in town, provided we all stick together and contribute. Though of course--Oh, how one does maunder on and to think, to think of the people who are really poor. How do they live? Not to move about the world would kill me.","[200080, 200441]",Margaret,['Tibby'],Implicit,,"['Helen', 'we', 'we']","[[200093, 200098], [200164, 200166], [200239, 200241]]","[['Helen'], ['Margaret', 'Helen', 'Tibby'], ['Margaret', 'Helen', 'Tibby']]",X,753,major,HowardsEnd,920,920,13,13,25,200080,200441
Q754-0,"Oh, my dears, what do you think? You ll never guess. A woman s been here asking me for her husband. Her WHAT?","[200538, 200647]",Helen,"['Margaret', 'Tibby']",Implicit,,"['my dears', 'you', 'You', 'her', 'Her']","[[200542, 200550], [200560, 200563], [200571, 200574], [200625, 200628], [200638, 200641]]","[['Margaret', 'Tibby'], ['Margaret', 'Tibby'], ['Margaret', 'Tibby'], ['Mrs. Bast'], ['Mrs. Bast']]",X,754,major,HowardsEnd,922,922,13,13,16,200538,200647
Q755-0,"Yes, for her husband, and it really is so.","[200698, 200740]",Helen,"['Margaret', 'Tibby']",Implicit,,['her'],"[[200707, 200710]]",[['Mrs. Bast']],X,755,major,HowardsEnd,922,922,13,13,16,200698,200740
Q756-0,Not anything to do with Bracknell?,"[200744, 200778]",Margaret,"['Tibby', 'Helen']",Explicit,cried Margaret,[],[],[],X,756,major,HowardsEnd,923,923,13,13,25,200744,200778
Q757-0,"I offered Bracknell, and he was rejected. So was Tibby. (Cheer up, Tibby!) It s no one we know. I said,","[200880, 200983]",Helen,"['Margaret', 'Tibby']",Implicit,,"['Tibby', 'Tibby', 'we']","[[200929, 200934], [200947, 200952], [200967, 200969]]","[['Tibby'], ['Tibby'], ['Margaret', 'Helen', 'Tibby']]",X,757,major,HowardsEnd,924,924,13,13,16,200880,200983
Q758-0,"Oh, and she so magnificently dressed and tinkling like a chandelier.","[201122, 201190]",Helen,"['Margaret', 'Tibby']",Implicit,,['she'],"[[201130, 201133]]",[['Mrs. Bast']],X,758,major,HowardsEnd,924,924,13,13,16,201122,201190
Q759-0,"Now, Helen, what did really happen?","[201194, 201229]",Margaret,"['Tibby', 'Helen']",Implicit,,['Helen'],"[[201199, 201204]]",[['Helen']],X,759,major,HowardsEnd,925,925,13,13,25,201194,201229
