exp_name,text,start_byte,end_byte,pdncID
the baron,the Baron,86442,86451,14
the baron,the Baron,87262,87271,14
the baron,the Baron,87423,87432,14
the baron,the Baron,88293,88302,14
the baron,the Baron,88720,88729,14
the baron,the Baron,88859,88868,14
the baron,the Baron,91272,91281,14
the baron,the Baron,96214,96223,14
the baron,the Baron,96260,96269,14
the baron,the Baron,96831,96840,14
the baron,the Baron,97542,97551,14
the baron,the Baron,98110,98119,14
the baron,the Baron,98184,98193,14
the baron,the Baron,98374,98383,14
the baron,the Baron,98649,98658,14
the baron,the Baron,98904,98913,14
the baron,the Baron,99076,99085,14
the baron,the Baron,99277,99286,14
the baron,the Baron,102215,102224,14
the baron,the Baron,102492,102501,14
the baron,the Baron,102950,102959,14
the baron,the Baron,102978,102987,14
the baron,the Baron,103236,103245,14
the baron,the Baron,103466,103475,14
the baron,the Baron,111067,111076,14
the baron,the Baron,112015,112024,14
the baron,the Baron,115632,115641,14
the baron,the Baron,120538,120547,14
the baron,the Baron,122621,122630,14
the baron,the Baron,122764,122773,14
the baron,the Baron,149296,149305,14
the baron,The Baron,149578,149587,14
the baron,the Baron,150202,150211,14
the baron,the Baron,150545,150554,14
the baron,the Baron,192864,192873,14
the baron,the Baron,234904,234913,14
the baron,the Baron,235657,235666,14
the baron,the Baron,268812,268821,14
the baron,the Baron,271640,271649,14
potapitch,Potapitch,127710,127719,13
potapitch,Potapitch,129317,129326,13
potapitch,Potapitch,140953,140962,13
potapitch,Potapitch,150980,150989,13
potapitch,Potapitch,151312,151321,13
potapitch,Potapitch,153300,153309,13
potapitch,Potapitch,155813,155822,13
potapitch,Potapitch,155834,155843,13
potapitch,Potapitch,161522,161531,13
potapitch,Potapitch,163353,163362,13
potapitch,Potapitch,163386,163395,13
potapitch,Potapitch,163524,163533,13
potapitch,Potapitch,166665,166674,13
potapitch,Potapitch,166676,166685,13
potapitch,Potapitch,168734,168743,13
potapitch,Potapitch,168799,168808,13
potapitch,Potapitch,168810,168819,13
potapitch,Potapitch,168858,168867,13
potapitch,Potapitch,172353,172362,13
potapitch,Potapitch,174833,174842,13
potapitch,Potapitch,175031,175040,13
potapitch,Potapitch,179097,179106,13
potapitch,Potapitch,179344,179353,13
potapitch,Potapitch,191618,191627,13
potapitch,Potapitch,191747,191756,13
potapitch,Potapitch,191835,191844,13
potapitch,Potapitch,193048,193057,13
potapitch,Potapitch,206545,206554,13
potapitch,Potapitch,206774,206783,13
potapitch,Potapitch,214582,214591,13
potapitch,Potapitch,215220,215229,13
potapitch,Potapitch,216510,216519,13
potapitch,Potapitch,216710,216719,13
potapitch,Potapitch,217059,217068,13
potapitch,Potapitch,217512,217521,13
potapitch,Potapitch,221862,221871,13
potapitch,Potapitch,223465,223474,13
potapitch,Potapitch,223936,223945,13
potapitch,Potapitch,225791,225800,13
potapitch,Potapitch,227282,227291,13
potapitch,Potapitch,227728,227737,13
potapitch,Potapitch,240639,240648,13
de griers,de Griers,58138,58147,8
de griers,De Griers,58346,58355,8
de griers,De Griers,75903,75912,8
de griers,De Griers,80520,80529,8
de griers,De Griers,82439,82448,8
de griers,De Griers,87336,87345,8
de griers,De Griers,93059,93068,8
de griers,De Griers,94810,94819,8
de griers,de Griers,97072,97081,8
de griers,De Griers,99398,99407,8
de griers,De Griers,100049,100058,8
de griers,De Griers,101153,101162,8
de griers,De Griers,111163,111172,8
de griers,De Griers,114064,114073,8
de griers,De Griers,114254,114263,8
de griers,De Griers,116076,116085,8
de griers,de Griers,116290,116299,8
de griers,De Griers,116404,116413,8
de griers,De Griers,120316,120325,8
de griers,De Griers,121704,121713,8
de griers,De Griers,123838,123847,8
de griers,De Griers,123861,123870,8
de griers,De Griers,131814,131823,8
de griers,De Griers,132762,132771,8
de griers,De Griers,133171,133180,8
de griers,De Griers,133275,133284,8
de griers,De Griers,133981,133990,8
de griers,De Griers,135565,135574,8
de griers,De Griers,136458,136467,8
de griers,De Griers,143773,143782,8
de griers,De Griers,144101,144110,8
de griers,De Griers,144593,144602,8
de griers,De Griers,153947,153956,8
de griers,De Griers,156109,156118,8
de griers,De Griers,156439,156448,8
de griers,De Griers,156540,156549,8
de griers,De Griers,161615,161624,8
de griers,De Griers,174081,174090,8
de griers,De Griers,174275,174284,8
de griers,De Griers,176074,176083,8
de griers,De Griers,177310,177319,8
de griers,De Griers,178227,178236,8
de griers,De Griers,180865,180874,8
de griers,De Griers,181907,181916,8
de griers,De Griers,186674,186683,8
de griers,De Griers,187157,187166,8
de griers,De Griers,187409,187418,8
de griers,De Griers,188225,188234,8
de griers,De Griers,189449,189458,8
de griers,De Griers,189834,189843,8
de griers,De Griers,190216,190225,8
de griers,De Griers,192011,192020,8
de griers,De Griers,198807,198816,8
de griers,De Griers,199076,199085,8
de griers,De Griers,199261,199270,8
de griers,De Griers,200084,200093,8
de griers,De Griers,203197,203206,8
de griers,De Griers,203895,203904,8
de griers,De Griers,204154,204163,8
de griers,De Griers,204786,204795,8
de griers,De Griers,205613,205622,8
de griers,De Griers,205791,205800,8
de griers,De Griers,207733,207742,8
de griers,De Griers,208194,208203,8
de griers,De Griers,208835,208844,8
de griers,De Griers,214909,214918,8
de griers,De Griers,228206,228215,8
de griers,De Griers,229168,229177,8
de griers,De Griers,229534,229543,8
de griers,De Griers,229714,229723,8
de griers,De Griers,239325,239334,8
de griers,De Griers,243270,243279,8
de griers,De Griers,245798,245807,8
de griers,De Griers,248921,248930,8
de griers,De Griers,249396,249405,8
de griers,De Griers,266528,266537,8
de griers,De Griers,267517,267526,8
de griers,De Griers,267635,267644,8
de griers,De Griers,267771,267780,8
de griers,De Griers,268094,268103,8
de griers,De Griers,271490,271499,8
de griers,De Griers,271610,271619,8
de griers,De Griers,274235,274244,8
de griers,De Griers,274554,274563,8
de griers,De Griers,274970,274979,8
de griers,De Griers,303643,303652,8
de griers,De Griers,321923,321932,8
de griers,De Griers,324319,324328,8
de griers,De Griers,325436,325445,8
de griers,De Griers,325508,325517,8
de griers,De Griers,325842,325851,8
de griers,De Griers,325937,325946,8
de griers,De Griers,325977,325986,8
de griers,De Griers,329519,329528,8
prascovia,Prascovia,129070,129079,26
prascovia,Prascovia,138460,138469,26
prascovia,Prascovia,140840,140849,26
prascovia,Prascovia,143091,143100,26
prascovia,Prascovia,152922,152931,26
prascovia,Prascovia,175807,175816,26
prascovia,Prascovia,175917,175926,26
prascovia,Prascovia,208864,208873,26
prascovia,Prascovia,209103,209112,26
prascovia,Prascovia,210363,210372,26
prascovia,Prascovia,211783,211792,26
prascovia,Prascovia,213000,213009,26
prascovia,Prascovia,213120,213129,26
prascovia,Prascovia,243763,243772,26
monsignor,Monsignor,8102,8111,25
monsignor,Monsignor,8999,9008,25
monsignor,Monsignor,9536,9545,25
monsignor,Monsignor,9804,9813,25
monsignor,Monsignor,9977,9986,25
monsignor,Monsignor,10208,10217,25
theodosia,Theodosia,141397,141406,20
theodosia,Theodosia,141615,141624,20
theodosia,Theodosia,176201,176210,20
theodosia,Theodosia,178860,178869,20
theodosia,Theodosia,178965,178974,20
cominges,Cominges,100140,100148,23
cominges,Cominges,100216,100224,23
cominges,Cominges,114961,114969,23
cominges,Cominges,115958,115966,23
cominges,Cominges,116001,116009,23
cominges,Cominges,122888,122896,23
cominges,Cominges,136067,136075,23
cominges,Cominges,136121,136129,23
cominges,Cominges,144799,144807,23
cominges,Cominges,181938,181946,23
cominges,Cominges,191324,191332,23
cominges,Cominges,210109,210117,23
cominges,Cominges,276422,276430,23
cominges,Cominges,280581,280589,23
cominges,Cominges,284538,284546,23
cominges,Cominges,306054,306062,23
cominges,Cominges,306116,306124,23
cominges,Cominges,306272,306280,23
blanche,Blanche,70911,70918,7
blanche,Blanche,285222,285229,7
blanche,Blanche,289048,289055,7
blanche,Blanche,289592,289599,7
blanche,Blanche,290009,290016,7
blanche,Blanche,292189,292196,7
blanche,Blanche,294644,294651,7
blanche,Blanche,294807,294814,7
blanche,Blanche,295902,295909,7
blanche,Blanche,296957,296964,7
blanche,Blanche,297460,297467,7
blanche,Blanche,298146,298153,7
blanche,Blanche,298638,298645,7
blanche,Blanche,299050,299057,7
blanche,Blanche,299362,299369,7
blanche,Blanche,300947,300954,7
blanche,Blanche,301361,301368,7
blanche,Blanche,302202,302209,7
blanche,Blanche,302465,302472,7
blanche,Blanche,303930,303937,7
blanche,Blanche,304040,304047,7
blanche,Blanche,305478,305485,7
blanche,Blanche,305512,305519,7
blanche,Blanche,305674,305681,7
blanche,Blanche,306006,306013,7
blanche,Blanche,307171,307178,7
blanche,Blanche,307194,307201,7
blanche,Blanche,312254,312261,7
general,General,12253,12260,16
general,General,17757,17764,16
general,General,27420,27427,16
general,general,35031,35038,16
general,General,40845,40852,16
general,General,53946,53953,16
general,General,59163,59170,16
general,General,84562,84569,16
general,General,85366,85373,16
general,General,87374,87381,16
general,General,88546,88553,16
general,General,119922,119929,16
general,General,120258,120265,16
general,General,133367,133374,16
general,General,134922,134929,16
general,General,143675,143682,16
general,General,153753,153760,16
general,general,153791,153798,16
general,general,160706,160713,16
general,General,181108,181115,16
general,General,187574,187581,16
general,General,189605,189612,16
general,general,192438,192445,16
general,General,203621,203628,16
general,general,209816,209823,16
general,general,223381,223388,16
general,General,238066,238073,16
general,General,242487,242494,16
general,General,244758,244765,16
general,General,296730,296737,16
general,General,304548,304555,16
general,General,325680,325687,16
polina,Polina,5856,5862,12
polina,Polina,12846,12852,12
polina,Polina,13064,13070,12
polina,Polina,13170,13176,12
polina,Polina,15268,15274,12
polina,Polina,15995,16001,12
polina,Polina,16263,16269,12
polina,Polina,16333,16339,12
polina,Polina,16871,16877,12
polina,Polina,17606,17612,12
polina,Polina,20294,20300,12
polina,Polina,30876,30882,12
polina,Polina,31143,31149,12
polina,Polina,33242,33248,12
polina,Polina,38013,38019,12
polina,Polina,40600,40606,12
polina,Polina,42037,42043,12
polina,Polina,43426,43432,12
polina,Polina,43649,43655,12
polina,Polina,49113,49119,12
polina,Polina,49640,49646,12
polina,Polina,50087,50093,12
polina,Polina,57666,57672,12
polina,Polina,59406,59412,12
polina,Polina,61696,61702,12
polina,Polina,62782,62788,12
polina,Polina,75062,75068,12
polina,Polina,75077,75083,12
polina,Polina,77669,77675,12
polina,Polina,90845,90851,12
polina,Polina,91456,91462,12
polina,Polina,104545,104551,12
polina,POLINA,105026,105032,12
polina,Polina,107036,107042,12
polina,Polina,107541,107547,12
polina,Polina,109151,109157,12
polina,Polina,109417,109423,12
polina,Polina,111027,111033,12
polina,Polina,113015,113021,12
polina,Polina,113144,113150,12
polina,Polina,115486,115492,12
polina,Polina,124381,124387,12
polina,Polina,124588,124594,12
polina,Polina,132719,132725,12
polina,Polina,134259,134265,12
polina,Polina,138542,138548,12
polina,Polina,141045,141051,12
polina,Polina,141864,141870,12
polina,Polina,141970,141976,12
polina,Polina,142354,142360,12
polina,Polina,142364,142370,12
polina,Polina,142775,142781,12
polina,Polina,143009,143015,12
polina,Polina,143970,143976,12
polina,Polina,153098,153104,12
polina,Polina,155124,155130,12
polina,Polina,155331,155337,12
polina,Polina,161603,161609,12
polina,Polina,181294,181300,12
polina,Polina,182762,182768,12
polina,Polina,183643,183649,12
polina,Polina,183780,183786,12
polina,Polina,184671,184677,12
polina,Polina,198854,198860,12
polina,Polina,207973,207979,12
polina,Polina,208946,208952,12
polina,Polina,209402,209408,12
polina,Polina,210879,210885,12
polina,Polina,211210,211216,12
polina,Polina,211888,211894,12
polina,Polina,212831,212837,12
polina,Polina,213235,213241,12
polina,Polina,213758,213764,12
polina,Polina,213879,213885,12
polina,Polina,214010,214016,12
polina,Polina,214830,214836,12
polina,Polina,214898,214904,12
polina,Polina,219189,219195,12
polina,Polina,228405,228411,12
polina,Polina,231448,231454,12
polina,Polina,232615,232621,12
polina,Polina,233205,233211,12
polina,Polina,233500,233506,12
polina,Polina,239935,239941,12
polina,Polina,243164,243170,12
polina,Polina,243310,243316,12
polina,Polina,245280,245286,12
polina,Polina,248251,248257,12
polina,Polina,249112,249118,12
polina,Polina,250821,250827,12
polina,Polina,260338,260344,12
polina,Polina,263799,263805,12
polina,Polina,264835,264841,12
polina,Polina,265461,265467,12
polina,Polina,266046,266052,12
polina,Polina,266402,266408,12
polina,Polina,267165,267171,12
polina,Polina,267569,267575,12
polina,Polina,272150,272156,12
polina,Polina,272408,272414,12
polina,Polina,272881,272887,12
polina,Polina,273101,273107,12
polina,Polina,275195,275201,12
polina,Polina,275466,275472,12
polina,Polina,276043,276049,12
polina,Polina,277275,277281,12
polina,Polina,279768,279774,12
polina,Polina,279856,279862,12
polina,Polina,280188,280194,12
polina,Polina,283836,283842,12
polina,Polina,303420,303426,12
polina,Polina,310819,310825,12
polina,Polina,311989,311995,12
polina,Polina,329508,329514,12
martha,Martha,153130,153136,9
martha,Martha,155827,155833,9
martha,Martha,155964,155970,9
martha,Martha,161511,161517,9
martha,Martha,168745,168751,9
martha,Martha,174844,174850,9
martha,Martha,174906,174912,9
martha,Martha,175045,175051,9
martha,Martha,178979,178985,9
martha,Martha,179076,179082,9
martha,Martha,193062,193068,9
martha,Martha,206461,206467,9
martha,Martha,208923,208929,9
martha,Martha,240891,240897,9
martha,Martha,242816,242822,9
astley,Astley,15456,15462,10
astley,Astley,39621,39627,10
astley,Astley,39845,39851,10
astley,Astley,108811,108817,10
astley,Astley,109341,109347,10
astley,Astley,111223,111229,10
astley,Astley,113034,113040,10
astley,Astley,113652,113658,10
astley,Astley,142885,142891,10
astley,Astley,142930,142936,10
astley,Astley,155680,155686,10
astley,Astley,173989,173995,10
astley,Astley,185366,185372,10
astley,Astley,215013,215019,10
astley,Astley,215100,215106,10
astley,Astley,233177,233183,10
astley,Astley,241914,241920,10
astley,Astley,269792,269798,10
astley,Astley,270035,270041,10
astley,Astley,278794,278800,10
astley,Astley,316047,316053,10
astley,Astley,317661,317667,10
astley,Astley,318618,318624,10
astley,Astley,320312,320318,10
astley,Astley,322551,322557,10
astley,Astley,326624,326630,10
astley,Astley,327475,327481,10
madame,Madame,4086,4092,5
madame,Madame,17750,17756,5
madame,Madame,59156,59162,5
madame,Madame,77452,77458,5
madame,Madame,81730,81736,5
madame,Madame,91896,91902,5
madame,madame,101132,101138,5
madame,Madame,117533,117539,5
madame,Madame,119915,119921,5
madame,Madame,129987,129993,5
madame,Madame,132955,132961,5
madame,madame,135547,135553,5
madame,Madame,136111,136117,5
madame,Madame,136623,136629,5
madame,madame,136666,136672,5
madame,Madame,141656,141662,5
madame,madame,144070,144076,5
madame,Madame,144789,144795,5
madame,Madame,146164,146170,5
madame,Madame,150723,150729,5
madame,Madame,166889,166895,5
madame,Madame,168176,168182,5
madame,Madame,168835,168841,5
madame,Madame,169624,169630,5
madame,Madame,169831,169837,5
madame,Madame,170422,170428,5
madame,Madame,174294,174300,5
madame,Madame,174897,174903,5
madame,Madame,175336,175342,5
madame,Madame,175938,175944,5
madame,Madame,176826,176832,5
madame,Madame,177066,177072,5
madame,Madame,178213,178219,5
madame,Madame,179058,179064,5
madame,Madame,179495,179501,5
madame,Madame,181101,181107,5
madame,Madame,192044,192050,5
madame,Madame,194431,194437,5
madame,Madame,195050,195056,5
madame,Madame,196365,196371,5
madame,Madame,196567,196573,5
madame,Madame,197304,197310,5
madame,Madame,197604,197610,5
madame,Madame,197979,197985,5
madame,Madame,198688,198694,5
madame,Madame,200481,200487,5
madame,Madame,201168,201174,5
madame,Madame,203847,203853,5
madame,Madame,203855,203861,5
madame,Madame,204671,204677,5
madame,Madame,204679,204685,5
madame,Madame,204771,204777,5
madame,Madame,206443,206449,5
madame,Madame,207043,207049,5
madame,Madame,214277,214283,5
madame,Madame,215693,215699,5
madame,Madame,215962,215968,5
madame,Madame,255674,255680,5
madame,Madame,284618,284624,5
madame,Madame,304541,304547,5
madame,Madame,306956,306962,5
madame,Madame,306984,306990,5
a man,a man,7236,7241,2
a man,a man,8574,8579,2
a man,a man,11691,11696,2
a man,a man,16121,16126,2
a man,a man,18763,18768,2
a man,a man,20276,20281,2
a man,a man,20344,20349,2
a man,a man,26028,26033,2
a man,a man,37942,37947,2
a man,a man,39856,39861,2
a man,a man,51211,51216,2
a man,a man,63771,63776,2
a man,a man,72321,72326,2
a man,a man,78775,78780,2
a man,a man,84204,84209,2
a man,a man,86693,86698,2
a man,a man,88632,88637,2
a man,a man,109348,109353,2
a man,a man,116915,116920,2
a man,a man,121947,121952,2
a man,a man,143464,143469,2
a man,a man,150912,150917,2
a man,a man,157366,157371,2
a man,a man,175436,175441,2
a man,a man,177615,177620,2
a man,a man,184237,184242,2
a man,a man,224909,224914,2
a man,a man,240296,240301,2
a man,a man,246843,246848,2
a man,a man,247697,247702,2
a man,a man,248654,248659,2
a man,a man,258901,258906,2
a man,a man,269006,269011,2
a man,a man,292334,292339,2
a man,a man,296606,296611,2
a man,a man,299965,299970,2
a man,a man,301782,301787,2
a man,a man,318882,318887,2
a man,a man,323078,323083,2
