qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q228-0,Well--?,"[135282, 135289]",Newland Archer,['Janey Archer'],Anaphoric,he asked,[],[],[],X,228,major,AgeOfInnocence,390,390,1,1,35,135282,135289
Q229-0,Mother's very angry.,"[135345, 135365]",Janey Archer,['Newland Archer'],Implicit,,"[""Mother's""]","[[135345, 135353]]",[['Mrs. Adeline Archer']],X,229,minor,AgeOfInnocence,391,391,1,1,9,135345,135365
Q230-0,Angry?  With whom?  About what?,"[135369, 135400]",Newland Archer,['Janey Archer'],Implicit,,[],[],[],X,230,major,AgeOfInnocence,392,392,1,1,35,135369,135400
Q231-0,"Miss Sophy Jackson has just been here.  She brought word that her brother would come in after dinner: she couldn't say very much, because he forbade her to: he wishes to give all the details himself.  He's with cousin Louisa van der Luyden now.","[135404, 135648]",Janey Archer,['Newland Archer'],Implicit,,"['Miss Sophy Jackson', 'She', ' her brother', 'she', 'he', 'her', 'he', 'himself', 'He', 'cousin Louisa van der Luyden']","[[135404, 135422], [135444, 135447], [135465, 135477], [135506, 135509], [135542, 135544], [135553, 135556], [135561, 135563], [135595, 135602], [135605, 135607], [135615, 135643]]","[['Miss Sophy Jackson'], ['Miss Sophy Jackson'], ['Mr. Sillerton Jackson'], ['Miss Sophy Jackson'], ['Mr. Sillerton Jackson'], ['Miss Sophy Jackson'], ['Mr. Sillerton Jackson'], ['Mr. Sillerton Jackson'], ['Mr. Sillerton Jackson'], ['Mrs. Van Der Luyden']]",X,231,minor,AgeOfInnocence,393,393,1,1,9,135404,135648
Q232-0,"For heaven's sake, my dear girl, try a fresh start.  It would take an omniscient Deity to know what you're talking about.","[135652, 135773]",Newland Archer,['Janey Archer'],Implicit,,"['my dear girl', 'you']","[[135671, 135683], [135752, 135755]]","[['Janey Archer'], ['Janey Archer']]",X,232,major,AgeOfInnocence,394,394,1,1,35,135652,135773
Q233-0,"It's not a time to be profane, Newland....  Mother feels badly enough about your not going to church ...","[135777, 135881]",Janey Archer,['Newland Archer'],Implicit,,"['Newland', 'Mother ', 'your']","[[135808, 135815], [135821, 135828], [135853, 135857]]","[['Newland Archer'], ['Mrs. Adeline Archer'], ['Newland Archer']]",X,233,minor,AgeOfInnocence,395,395,1,1,9,135777,135881
Q234-0,NEWLAND!  Do listen.  Your friend Madame Olenska was at Mrs. Lemuel Struthers's party last night: she went there with the Duke and Mr. Beaufort.,"[135930, 136074]",Janey Archer,['Newland Archer'],Implicit,,"['NEWLAND', 'Your', 'Madame Olenska', 'Mrs. Lemuel Struthers', 'she', 'Duke', 'Mr. Beaufort']","[[135930, 135937], [135952, 135956], [135964, 135978], [135986, 136007], [136028, 136031], [136052, 136056], [136061, 136073]]","[['Newland Archer'], ['Newland Archer'], ['Ellen Olenska'], ['Mrs. Struthers'], ['Ellen Olenska'], ['The Duke'], ['Julius Beaufort']]",X,234,minor,AgeOfInnocence,397,397,1,1,9,135930,136074
Q235-0,"Well, what of it?  I knew she meant to.","[136196, 136235]",Newland Archer,['Janey Archer'],Anaphoric,he laughed,['she'],"[[136222, 136225]]",[['Ellen Olenska']],X,235,major,AgeOfInnocence,398,398,1,1,35,136196,136235
Q236-0,You knew she meant to--and you didn't try to stop her?  To warn her?,"[136283, 136351]",Janey Archer,['Newland Archer'],Implicit,,"['You', 'she', 'you', 'her', 'her']","[[136283, 136286], [136292, 136295], [136310, 136313], [136333, 136336], [136347, 136350]]","[['Newland Archer'], ['Ellen Olenska'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]",X,236,minor,AgeOfInnocence,399,399,1,1,9,136283,136351
Q237-0,Stop her?  Warn her?,"[136355, 136375]",Newland Archer,['Janey Archer'],Implicit,,"['her', 'her']","[[136360, 136363], [136371, 136374]]","[['Ellen Olenska'], ['Ellen Olenska']]",X,237,major,AgeOfInnocence,400,400,1,1,35,136355,136375
Q238-0,I'm not engaged to be married to the Countess Olenska!,"[136398, 136452]",Newland Archer,['Janey Archer'],Implicit,,['Countess Olenska'],"[[136435, 136451]]",[['Ellen Olenska']],X,238,major,AgeOfInnocence,400,400,1,1,35,136398,136452
Q239-0,You're marrying into her family.,"[136506, 136538]",Janey Archer,['Newland Archer'],Implicit,,"['You', 'her']","[[136506, 136509], [136527, 136530]]","[['Newland Archer'], ['Ellen Olenska']]",X,239,minor,AgeOfInnocence,401,401,1,1,9,136506,136538
Q240-0,"Oh, family--family!","[136542, 136561]",Newland Archer,['Janey Archer'],Anaphoric,he jeered,[],[],[],X,240,major,AgeOfInnocence,402,402,1,1,35,136542,136561
Q241-0,Newland--don't you care about Family?,"[136576, 136613]",Janey Archer,['Newland Archer'],Implicit,,"['Newland', 'you']","[[136576, 136583], [136591, 136594]]","[['Newland Archer'], ['Newland Archer']]",X,241,minor,AgeOfInnocence,403,403,1,1,9,136576,136613
Q242-0,Not a brass farthing.,"[136617, 136638]",Newland Archer,['Janey Archer'],Implicit,,[],[],[],X,242,major,AgeOfInnocence,404,404,1,1,35,136617,136638
Q243-0,Nor about what cousin Louisa van der Luyden will think?,"[136642, 136697]",Janey Archer,['Newland Archer'],Implicit,,['Louisa van der Luyden'],"[[136664, 136685]]",[['Mrs. Van Der Luyden']],X,243,minor,AgeOfInnocence,405,405,1,1,9,136642,136697
Q244-0,Not the half of one--if she thinks such old maid's rubbish.,"[136701, 136760]",Newland Archer,['Janey Archer'],Implicit,,['she'],"[[136725, 136728]]",[['Mrs. Van Der Luyden']],X,244,major,AgeOfInnocence,406,406,1,1,35,136701,136760
Q245-0,"Mother is not an old maid,","[136764, 136790]",Janey Archer,['Newland Archer'],Anaphoric,said his virgin sister,['Mother '],"[[136764, 136771]]",[['Mrs. Adeline Archer']],X,245,minor,AgeOfInnocence,407,407,1,1,9,136764,136790
Q246-0,"Hang Countess Olenska!  Don't be a goose, Janey--I'm not her keeper.","[137112, 137180]",Newland Archer,['Janey Archer'],Implicit,,"['Countess Olenska', 'Janey', 'her']","[[137117, 137133], [137154, 137159], [137169, 137172]]","[['Ellen Olenska'], ['Janey Archer'], ['Ellen Olenska']]",X,246,major,AgeOfInnocence,409,409,1,1,35,137112,137180
Q247-0,No; but you DID ask the Wellands to announce your engagement sooner so that we might all back her up; and if it hadn't been for that cousin Louisa would never have invited her to the dinner for the Duke.,"[137184, 137387]",Janey Archer,['Newland Archer'],Implicit,,"['you', 'your', 'we', 'her', 'Louisa', 'her', 'Duke']","[[137192, 137195], [137229, 137233], [137260, 137262], [137278, 137281], [137324, 137330], [137356, 137359], [137382, 137386]]","[['Newland Archer'], ['Newland Archer'], ['Janey Archer', 'Newland Archer'], ['Ellen Olenska'], ['Mrs. Van Der Luyden'], ['Ellen Olenska'], ['The Duke']]",X,247,minor,AgeOfInnocence,410,410,1,1,9,137184,137387
Q248-0,Well--what harm was there in inviting her?  She was the best-looking woman in the room; she made the dinner a little less funereal than the usual van der Luyden banquet.,"[137391, 137560]",Newland Archer,['Janey Archer'],Implicit,,"['her', 'She', 'she', 'van der Luyden']","[[137429, 137432], [137435, 137438], [137479, 137482], [137537, 137551]]","[['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden']]",X,248,major,AgeOfInnocence,411,411,1,1,35,137391,137560
Q249-0,"You know cousin Henry asked her to please you: he persuaded cousin Louisa.  And now they're so upset that they're going back to Skuytercliff tomorrow.  I think, Newland, you'd better come down.  You don't seem to understand how mother feels.","[137564, 137805]",Janey Archer,['Newland Archer'],Implicit,,"['You', 'Henry', 'her', 'you', 'he', 'cousin Louisa', 'they', 'they', 'Newland', 'you', 'You', 'mother']","[[137564, 137567], [137580, 137585], [137592, 137595], [137606, 137609], [137611, 137613], [137624, 137637], [137648, 137652], [137670, 137674], [137725, 137732], [137734, 137737], [137759, 137762], [137792, 137798]]","[['Newland Archer'], ['Mr. Van Der Luyden'], ['Ellen Olenska'], ['Newland Archer'], ['Mr. Van Der Luyden'], ['Mrs. Van Der Luyden'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Newland Archer'], ['Newland Archer'], ['Newland Archer'], ['Mrs. Archer']]",X,249,minor,AgeOfInnocence,412,412,1,1,9,137564,137805
Q250-0,Has Janey told you?,"[137911, 137930]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,She raised a troubled brow from her needlework to ask,"['Janey', 'you']","[[137915, 137920], [137926, 137929]]","[['Janey Archer'], ['Newland Archer']]",X,250,major,AgeOfInnocence,413,413,1,1,25,137911,137930
Q251-0,Yes.,"[137934, 137938]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,[],[],[],X,251,major,AgeOfInnocence,414,414,1,1,35,137934,137938
Q252-0,But I can't take it very seriously.,"[137993, 138028]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,[],[],[],X,252,major,AgeOfInnocence,414,414,1,1,35,137993,138028
Q253-0,Not the fact of having offended cousin Louisa and cousin Henry?,"[138032, 138095]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,"['Louisa ', 'Henry']","[[138071, 138078], [138089, 138094]]","[['Mrs. Van Der Luyden'], ['Mr. Van Der Luyden']]",X,253,major,AgeOfInnocence,415,415,1,1,25,138032,138095
Q254-0,The fact that they can be offended by such a trifle as Countess Olenska's going to the house of a woman they consider common.,"[138099, 138224]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,"['they', 'Countess Olenska', 'they']","[[138113, 138117], [138154, 138170], [138203, 138207]]","[['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Ellen Olenska'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden']]",X,254,major,AgeOfInnocence,416,416,1,1,35,138099,138224
Q255-0,Consider--!,"[138228, 138239]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,[],[],[],X,255,major,AgeOfInnocence,417,417,1,1,25,138228,138239
Q256-0,"Well, who is; but who has good music, and amuses people on Sunday evenings, when the whole of New York is dying of inanition.","[138243, 138368]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,[],[],[],X,256,major,AgeOfInnocence,418,418,1,1,35,138243,138368
Q257-0,"Good music?  All I know is, there was a woman who got up on a table and sang the things they sing at the places you go to in Paris.  There was smoking and champagne.","[138372, 138537]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,[],[],[],X,257,major,AgeOfInnocence,419,419,1,1,25,138372,138537
Q258-0,"Well--that kind of thing happens in other places, and the world still goes on.","[138541, 138619]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,[],[],[],X,258,major,AgeOfInnocence,420,420,1,1,35,138541,138619
Q259-0,"I don't suppose, dear, you're really defending the French Sunday?","[138623, 138688]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,['you'],"[[138646, 138649]]",[['Newland Archer']],X,259,major,AgeOfInnocence,421,421,1,1,25,138623,138688
Q260-0,"I've heard you often enough, mother, grumble at the English Sunday when we've been in London.","[138692, 138785]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,"['you', 'mother', 'we']","[[138703, 138706], [138721, 138727], [138764, 138766]]","[['Mrs. Adeline Archer'], ['Mrs. Adeline Archer'], ['Mrs. Adeline Archer', 'Newland Archer']]",X,260,major,AgeOfInnocence,422,422,1,1,35,138692,138785
Q261-0,New York is neither Paris nor London.,"[138789, 138826]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,[],[],[],X,261,major,AgeOfInnocence,423,423,1,1,25,138789,138826
Q262-0,"Oh, no, it's not!","[138830, 138847]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,her son groaned,[],[],[],X,262,major,AgeOfInnocence,424,424,1,1,35,138830,138847
Q263-0,"You mean, I suppose, that society here is not as brilliant?  You're right, I daresay; but we belong here, and people should respect our ways when they come among us.  Ellen Olenska especially: she came back to get away from the kind of life people lead in brilliant societies.","[138868, 139144]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,"['You', 'You', 'we', 'our', 'us', 'Ellen Olenska', 'she']","[[138868, 138871], [138929, 138932], [138958, 138960], [139000, 139003], [139030, 139032], [139035, 139048], [139061, 139064]]","[['Newland Archer'], ['Newland Archer'], ['Janey Archer', 'Mrs. Adeline Archer', 'Newland Archer'], ['Janey Archer', 'Mrs. Adeline Archer', 'Newland Archer'], ['Janey Archer', 'Mrs. Adeline Archer', 'Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]",X,263,major,AgeOfInnocence,425,425,1,1,25,138868,139144
Q264-0,I was going to put on my bonnet and ask you to take me to see cousin Louisa for a moment before dinner.,"[139213, 139316]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,his mother ventured,"['you', 'cousin Louisa']","[[139253, 139256], [139275, 139288]]","[['Newland Archer'], ['Mrs. Van Der Luyden']]",X,264,major,AgeOfInnocence,426,426,1,1,25,139213,139316
Q265-0,"I thought you might explain to her what you've just said: that society abroad is different ... that people are not as particular, and that Madame Olenska may not have realised how we feel about such things.  It would be, you know, dear,","[139351, 139587]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,she continued,"['you', 'her', 'you', 'Madame Olenska', 'we', 'you']","[[139361, 139364], [139382, 139385], [139391, 139394], [139490, 139504], [139531, 139533], [139572, 139575]]","[['Newland Archer'], ['Mrs. Van Der Luyden'], ['Newland Archer'], ['Ellen Olenska'], ['Newland Archer', 'Mrs. Adeline Archer'], ['Newland Archer']]",X,265,major,AgeOfInnocence,426,426,1,1,25,139351,139587
Q266-0,in Madame Olenska's interest if you did.,"[139629, 139669]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,she added,"['Madame Olenska', 'you']","[[139632, 139646], [139661, 139664]]","[['Ellen Olenska'], ['Newland Archer']]",X,266,major,AgeOfInnocence,426,426,1,1,25,139629,139669
Q267-0,"Dearest mother, I really don't see how we're concerned in the matter. The Duke took Madame Olenska to Mrs. Struthers's--in fact he brought Mrs. Struthers to call on her.  I was there when they came.  If the van der Luydens want to quarrel with anybody, the real culprit is under their own roof.","[139673, 139967]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Implicit,,"['mother', 'we', 'Duke', 'Madame Olenska', 'Mrs. Struthers', 'he', 'Mrs. Struthers', 'her', 'they', 'the van der Luydens']","[[139681, 139687], [139712, 139714], [139747, 139751], [139757, 139771], [139775, 139789], [139801, 139803], [139812, 139826], [139838, 139841], [139861, 139865], [139876, 139895]]","[['Mrs. Adeline Archer'], ['Newland Archer', 'Mrs. Adeline Archer'], ['The Duke'], ['Ellen Olenska'], ['Mrs. Struthers'], ['The Duke'], ['Mrs. Struthers'], ['Ellen Olenska'], ['The Duke'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden']]",X,267,major,AgeOfInnocence,427,427,1,1,35,139673,139967
Q268-0,"Quarrel?  Newland, did you ever know of cousin Henry's quarrelling? Besides, the Duke's his guest; and a stranger too.  Strangers don't discriminate: how should they?  Countess Olenska is a New Yorker, and should have respected the feelings of New York.","[139971, 140224]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Implicit,,"['Newland', 'you', 'Henry', 'Duke', 'his guest', 'Countess Olenska']","[[139981, 139988], [139994, 139997], [140018, 140023], [140052, 140056], [140059, 140068], [140139, 140155]]","[['Newland Archer'], ['Newland Archer'], ['Mr. Van Der Luyden'], ['The Duke'], ['Mr. Van Der Luyden'], ['Ellen Olenska']]",X,268,major,AgeOfInnocence,428,428,1,1,25,139971,140224
Q269-0,"Well, then, if they must have a victim, you have my leave to throw Madame Olenska to them,","[140228, 140318]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,cried her son,"['they', 'Madame Olenska', 'them']","[[140243, 140247], [140295, 140309], [140313, 140317]]","[['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Ellen Olenska'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden']]",X,269,major,AgeOfInnocence,429,429,1,1,35,140228,140318
Q269-1,I don't see myself--or you either--offering ourselves up to expiate her crimes.,"[140350, 140429]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,cried her son,['her'],"[[140418, 140421]]",[['Ellen Olenska']],X,269,major,AgeOfInnocence,429,429,1,1,35,140350,140429
Q270-0,"Oh, of course you see only the Mingott side,","[140433, 140477]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,his mother answered,"['you', 'the Mingott']","[[140447, 140450], [140460, 140471]]","[['Newland Archer'], ['Mrs. Lovell Mingott']]",X,270,major,AgeOfInnocence,430,430,1,1,25,140433,140477
Q271-0,Mr. Henry van der Luyden.,"[140631, 140656]",The Butler,"['Newland Archer', 'Mrs. Adeline Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Anaphoric,The sad butler drew back the drawingroom portieres and announced,['Mr. Henry van der Luyden'],"[[140631, 140655]]",[['Mr. Van Der Luyden']],X,271,minor,AgeOfInnocence,431,431,1,1,39,140631,140656
Q272-0,"Another lamp,","[140741, 140754]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'The Butler']",Anaphoric,she cried to the retreating servant,[],[],[],X,272,major,AgeOfInnocence,433,433,1,1,25,140741,140754
Q273-0,"We were just talking about you, sir,","[140956, 140992]",Newland Archer,"['Mrs. Adeline Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Anaphoric,he said,"['We', 'you', 'sir']","[[140956, 140958], [140983, 140986], [140988, 140991]]","[['Newland Archer', 'Mrs. Adeline Archer'], ['Mr. Van Der Luyden'], ['Mr. Van Der Luyden']]",X,273,major,AgeOfInnocence,435,435,1,1,35,140956,140992
Q274-0,And the Countess Olenska.,"[141215, 141240]",Newland Archer,"['Mrs. Adeline Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Explicit,Archer continued,['the Countess Olenska'],"[[141219, 141239]]",[['Ellen Olenska']],X,274,major,AgeOfInnocence,436,436,1,1,35,141215,141240
Q275-0,"Ah--a charming woman.  I have just been to see her,","[141264, 141315]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Explicit,said Mr van der Luyden,['her'],"[[141311, 141314]]",[['Ellen Olenska']],X,275,minor,AgeOfInnocence,438,438,1,1,23,141264,141315
Q276-0,"She has a real gift for arranging flowers.  I had sent her a few carnations from Skuytercliff, and I was astonished.  Instead of massing them in big bunches as our head-gardener does, she had scattered them about loosely, here and there ... I can't say how.  The Duke had told me: he said:  'Go and see how cleverly she's arranged her drawing-room.'  And she has.  I should really like to take Louisa to see her, if the neighbourhood were not so--unpleasant.","[141490, 141948]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,He sank into the chair laid his hat and gloves on the floor beside him in the oldfashioned way and went on,"['She', 'her', 'she', 'Duke', 'he', 'she', 'her', 'she', 'Louisa ', 'her']","[[141490, 141493], [141545, 141548], [141674, 141677], [141753, 141757], [141771, 141773], [141806, 141809], [141821, 141824], [141845, 141848], [141884, 141891], [141898, 141901]]","[['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['The Duke'], ['The Duke'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['Mrs. Van Der Luyden'], ['Ellen Olenska']]",X,276,minor,AgeOfInnocence,438,438,1,1,23,141490,141948
Q277-0,"The fact is,","[142295, 142307]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Explicit,Mr van der Luyden continued,[],[],[],X,277,minor,AgeOfInnocence,440,440,1,1,23,142295,142307
Q277-1,"the fact is, I dropped in to thank her for the very pretty note she wrote me about my flowers; and also--but this is between ourselves, of course--to give her a friendly warning about allowing the Duke to carry her off to parties with him.  I don't know if you've heard--","[142438, 142709]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Explicit,Mr van der Luyden continued,"['her', 'she', 'her', 'Duke', 'her', 'him', 'you']","[[142473, 142476], [142502, 142505], [142593, 142596], [142635, 142639], [142649, 142652], [142673, 142676], [142695, 142698]]","[['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['The Duke'], ['Ellen Olenska'], ['The Duke'], ['Mrs. Adeline Archer']]",X,277,minor,AgeOfInnocence,440,440,1,1,23,142438,142709
Q278-0,Has the Duke been carrying her off to parties?,"[142755, 142801]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Implicit,,"['Duke', 'her']","[[142763, 142767], [142782, 142785]]","[['The Duke'], ['Ellen Olenska']]",X,278,major,AgeOfInnocence,441,441,1,1,25,142755,142801
Q279-0,You know what these English grandees are.  They're all alike.  Louisa and I are very fond of our cousin--but it's hopeless to expect people who are accustomed to the European courts to trouble themselves about our little republican distinctions.  The Duke goes where he's amused.,"[142805, 143084]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Implicit,,"['You', 'Louisa', 'Duke', 'he']","[[142805, 142808], [142868, 142874], [143056, 143060], [143072, 143074]]","[['Mrs. Adeline Archer'], ['Mrs. Van Der Luyden'], ['The Duke'], ['The Duke']]",X,279,minor,AgeOfInnocence,442,442,1,1,23,142805,143084
Q280-0,"Yes--it seems he took her with him last night to Mrs. Lemuel Struthers's.  Sillerton Jackson has just been to us with the foolish story, and Louisa was rather troubled.  So I thought the shortest way was to go straight to Countess Olenska and explain--by the merest hint, you know--how we feel in New York about certain things.  I felt I might, without indelicacy, because the evening she dined with us she rather suggested ... rather let me see that she would be grateful for guidance.  And she WAS.","[143133, 143633]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Implicit,,"['he', 'her', 'him', 'Mrs. Lemuel Struthers', 'Sillerton Jackson', 'us', 'Louisa', 'Countess Olenska', 'you', 'we', 'she', 'us', 'she', 'she', 'she']","[[143147, 143149], [143155, 143158], [143164, 143167], [143182, 143203], [143208, 143225], [143243, 143245], [143274, 143280], [143355, 143371], [143405, 143408], [143419, 143421], [143518, 143521], [143533, 143535], [143536, 143539], [143584, 143587], [143625, 143628]]","[['The Duke'], ['Ellen Olenska'], ['The Duke'], ['Mrs. Struthers'], ['Mr. Sillerton Jackson'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Mrs. Van Der Luyden'], ['Ellen Olenska'], ['Mrs. Adeline Archer'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Ellen Olenska'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]",X,280,minor,AgeOfInnocence,442,442,1,1,23,143133,143633
Q281-0,"How kind you both are, dear Henry--always!  Newland will particularly appreciate what you have done because of dear May and his new relations.","[143866, 144008]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Implicit,,"['you both', 'Henry', 'Newland', 'you', 'May ', 'his']","[[143875, 143883], [143894, 143899], [143910, 143917], [143952, 143955], [143982, 143986], [143990, 143993]]","[['Mr. Van Der Luyden'], ['Mr. Van Der Luyden'], ['Newland Archer'], ['Mr. Van Der Luyden'], ['Miss Welland'], ['Newland Archer']]",X,281,major,AgeOfInnocence,444,444,1,1,25,143866,144008
Q282-0,"Immensely, sir. But I was sure you'd like Madame Olenska.","[144064, 144121]",Newland Archer,"['Mrs. Adeline Archer', 'Janey Archer', 'Mr. Van Der Luyden']",Anaphoric,her son who said,"['sir', 'you', 'Madame Olenska']","[[144075, 144078], [144095, 144098], [144106, 144120]]","[['Mr. Van Der Luyden'], ['Mr. Van Der Luyden'], ['Ellen Olenska']]",X,282,major,AgeOfInnocence,445,445,1,1,35,144064,144121
Q283-0,"I never ask to my house, my dear Newland,","[144184, 144225]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,he said,['Newland'],"[[144217, 144224]]",[['Newland Archer']],X,283,minor,AgeOfInnocence,446,446,1,1,23,144184,144225
Q283-1,any one whom I do not like. And so I have just told Sillerton Jackson.,"[144237, 144307]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,he said,['Sillerton Jackson'],"[[144289, 144306]]",[['Mr. Sillerton Jackson']],X,283,minor,AgeOfInnocence,446,446,1,1,23,144237,144307
Q284-0,"But Louisa will be waiting.  We are dining early, to take the Duke to the Opera.","[144358, 144438]",Mr. Van Der Luyden,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,he rose and added,"['Louisa', 'We', 'Duke']","[[144362, 144368], [144387, 144389], [144420, 144424]]","[['Mrs. Van Der Luyden'], ['Mr. Van Der Luyden', 'Mrs. Van Der Luyden'], ['The Duke']]",X,284,minor,AgeOfInnocence,446,446,1,1,23,144358,144438
Q285-0,Gracious--how romantic!,"[144543, 144566]",Janey Archer,"['Newland Archer', 'Mrs. Adeline Archer']",Explicit,broke explosively from Janey,[],[],[],X,285,minor,AgeOfInnocence,448,448,1,1,9,144543,144566
Q286-0,"Provided it all turns out for the best,","[144775, 144814]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,she said,[],[],[],X,286,major,AgeOfInnocence,449,449,1,1,25,144775,144814
Q286-1,"Newland, you must stay and see Sillerton Jackson when he comes this evening: I really shan't know what to say to him.","[144881, 144998]",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,she said,"['Newland', 'you', 'Sillerton Jackson', 'he', 'him']","[[144881, 144888], [144890, 144893], [144912, 144929], [144935, 144937], [144994, 144997]]","[['Newland Archer'], ['Newland Archer'], ['Mr. Sillerton Jackson'], ['Mr. Sillerton Jackson'], ['Mr. Sillerton Jackson']]",X,286,major,AgeOfInnocence,449,449,1,1,25,144881,144998
Q287-0,Poor mother!  But he won't come--,"[145002, 145035]",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,her son laughed,"['mother', 'he']","[[145007, 145013], [145020, 145022]]","[['Mrs. Archer'], ['Mr. Sillerton Jackson']]",X,287,major,AgeOfInnocence,450,450,1,1,35,145002,145035
Q288-0,My dear sir--,"[145715, 145728]",Mr. Letterblair,['Newland Archer'],Anaphoric,he always addressed Archer,['sir'],"[[145723, 145726]]",[['Newland Archer']],X,288,minor,AgeOfInnocence,454,454,1,1,20,145715,145728
Q288-1,"I have sent for you to go into a little matter; a matter which, for the moment, I prefer not to mention either to Mr. Skipworth or Mr. Redwood.","[145768, 145911]",Mr. Letterblair,['Newland Archer'],Anaphoric,he always addressed Archer,['you'],"[[145784, 145787]]",[['Newland Archer']],X,288,minor,AgeOfInnocence,454,454,1,1,20,145768,145911
Q289-0,For family reasons--,"[146271, 146291]",Mr. Letterblair,['Newland Archer'],Anaphoric,he continued,[],[],[],X,289,minor,AgeOfInnocence,455,455,1,1,20,146271,146291
Q290-0,"The Mingott family,","[146328, 146347]",Mr. Letterblair,['Newland Archer'],Explicit,said Mr Letterblair,[],[],[],X,290,minor,AgeOfInnocence,457,457,1,1,20,146328,146347
